sample_id,group_id,split_role,variant_id,intended_temperature_bin,realized_temperature_bin,package_total_power_W,top_h_W_m2K,bottom_h_W_m2K,peak_deltaT_K,mean_deltaT_K,cv_rms_deltaT_K,projected_peak_deltaT_K,top_heat_fraction,bottom_heat_fraction,energy_balance_relative_error,linear_residual,cg_iterations,support_coordinate_sha256,layout_hash,solve_and_write_seconds
rb_g002_v6,rb_g002,train,v6,3,3,12.5,1000.0,500.0,133.8344679380387,90.31904687780131,94.58286343559135,133.67612591195535,0.8986687437826351,0.10133125624123566,-2.387070097142896e-11,9.8015179997487e-11,1201,2cd1b1b17d1607f1615c6b59dc7c55f8a233341300df1ee7a17fb34a16156ecd,ace7cc565b95d70fb1f6ae519bb4a0e8131a8b60a72aef012991b5cebef8fbe8,1.5113991550169885
rb_g002_v7,rb_g002,train,v7,3,3,12.5,1000.0,500.0,134.4412021664935,90.31964862467197,94.5832569300902,134.2787337481659,0.8986676044597598,0.10133239556505186,-2.481170824353285e-11,9.752251736800248e-11,1194,2cd1b1b17d1607f1615c6b59dc7c55f8a233341300df1ee7a17fb34a16156ecd,ace7cc565b95d70fb1f6ae519bb4a0e8131a8b60a72aef012991b5cebef8fbe8,1.5356360140140168
rb_g003_v0,rb_g003,train,v0,0,0,1.8,333.33,333.33,44.70320264196363,33.84282882387191,35.09998545206754,44.642285613590275,0.7700695901734872,0.22993040996885777,-1.423450246562652e-10,7.662984699106258e-11,1188,cfb7a8e0009835c0b6054fb45732031a2ed22e4c8bb45c9ffd062e80f047b40e,42ba6f67cbcae5495b73a2c28643e1a8fcac3dd9f7bb5cb4b7d7692a7578b783,1.5167993229988497
rb_g003_v1,rb_g003,train,v1,0,0,2.5,500.0,333.33,46.425995945630234,34.0191915763089,35.277823228413574,46.33144587400642,0.8333458105451683,0.16665418956232306,-1.0749137135945829e-10,7.845569566416734e-11,1183,cfb7a8e0009835c0b6054fb45732031a2ed22e4c8bb45c9ffd062e80f047b40e,42ba6f67cbcae5495b73a2c28643e1a8fcac3dd9f7bb5cb4b7d7692a7578b783,1.5384985090058763
rb_g003_v2,rb_g003,train,v2,1,1,6.999999999999999,1000.0,333.33,77.6122332898862,52.388707105119465,54.31154341705577,77.32707392989744,0.9079474549632236,0.09205254507465715,-3.7880746158894656e-11,9.004911692793029e-11,1186,cfb7a8e0009835c0b6054fb45732031a2ed22e4c8bb45c9ffd062e80f047b40e,42ba6f67cbcae5495b73a2c28643e1a8fcac3dd9f7bb5cb4b7d7692a7578b783,1.5391667149960995
rb_g003_v3,rb_g003,train,v3,1,1,7.0,1000.0,500.0,76.62198559672595,50.511519739165806,52.91139324755905,76.33860396531651,0.8988976769948895,0.10110232304399044,-3.888001032237298e-11,9.097036131809336e-11,1174,cfb7a8e0009835c0b6054fb45732031a2ed22e4c8bb45c9ffd062e80f047b40e,42ba6f67cbcae5495b73a2c28643e1a8fcac3dd9f7bb5cb4b7d7692a7578b783,1.5269098159915302
rb_g003_v4,rb_g003,train,v4,2,2,16.5,2050.0,500.0,106.38904454915195,62.36484613259405,65.31546902481205,105.77109803637751,0.9465686585811294,0.05343134143597266,-1.7102003315189354e-11,1.1464120068581269e-10,1169,cfb7a8e0009835c0b6054fb45732031a2ed22e4c8bb45c9ffd062e80f047b40e,42ba6f67cbcae5495b73a2c28643e1a8fcac3dd9f7bb5cb4b7d7692a7578b783,1.5166912819840945
rb_g003_v5,rb_g003,train,v5,2,2,16.500000000000004,2050.0,1000.0,103.68962138462433,59.874482864766875,63.66771706007508,103.13785069686702,0.9403913232926944,0.05960867672421918,-1.6913548003227522e-11,1.1347212682472726e-10,1165,cfb7a8e0009835c0b6054fb45732031a2ed22e4c8bb45c9ffd062e80f047b40e,42ba6f67cbcae5495b73a2c28643e1a8fcac3dd9f7bb5cb4b7d7692a7578b783,1.5368226729915477
rb_g003_v6,rb_g003,train,v6,3,3,12.500000000000002,1000.0,500.0,134.28317866262785,90.19812529868416,94.47537426118924,133.84848601912915,0.8988997294604448,0.10110027056389066,-2.4335484738458032e-11,9.641028346546194e-11,1190,cfb7a8e0009835c0b6054fb45732031a2ed22e4c8bb45c9ffd062e80f047b40e,42ba6f67cbcae5495b73a2c28643e1a8fcac3dd9f7bb5cb4b7d7692a7578b783,1.5718800679896958
rb_g003_v7,rb_g003,train,v7,3,3,12.5,1000.0,500.0,134.6516985861428,90.19929145456602,94.47788734471672,134.22210519244635,0.8988970868590109,0.101102913165049,-2.405998955623545e-11,9.663806099342426e-11,1187,cfb7a8e0009835c0b6054fb45732031a2ed22e4c8bb45c9ffd062e80f047b40e,42ba6f67cbcae5495b73a2c28643e1a8fcac3dd9f7bb5cb4b7d7692a7578b783,1.5281614090199582
rb_g004_v0,rb_g004,train,v0,0,0,1.7999999999999998,333.33,333.33,44.331212570544494,33.842342080984395,35.0987396477673,44.27689835392255,0.7700759650097441,0.22992403513229917,-1.4204329070979485e-10,7.700950466056777e-11,1201,2026be472ab51eeba73bdc74cc05903c39dbb1be4d7e9b370f6d2317dd97ded0,6643cc2884ba92edc2317151eb82c45aadd551b9782520763bef0675cfa92f72,1.5694051169848535
rb_g004_v1,rb_g004,train,v1,0,0,2.4999999999999996,500.0,333.33,45.37465336860072,34.01822825693537,35.27482222982922,45.30053757449804,0.833354163711905,0.16664583639677238,-1.0867728938990241e-10,8.058634552529656e-11,1205,2026be472ab51eeba73bdc74cc05903c39dbb1be4d7e9b370f6d2317dd97ded0,6643cc2884ba92edc2317151eb82c45aadd551b9782520763bef0675cfa92f72,1.550009370985208
rb_g004_v2,rb_g004,train,v2,1,1,6.999999999999998,1000.0,333.33,73.76733289537981,52.384464969669146,54.29393953216469,73.18235716227042,0.9079595086323579,0.09204049140538292,-3.7740810476805115e-11,9.19984065180954e-11,1201,2026be472ab51eeba73bdc74cc05903c39dbb1be4d7e9b370f6d2317dd97ded0,6643cc2884ba92edc2317151eb82c45aadd551b9782520763bef0675cfa92f72,1.5411564719979651
rb_g004_v3,rb_g004,train,v3,1,1,7.0,1000.0,500.0,71.92046226534728,50.504293256202416,52.89056087531792,71.72511807165029,0.8989217858248351,0.10107821421313198,-3.7967042208565867e-11,9.236279109580246e-11,1187,2026be472ab51eeba73bdc74cc05903c39dbb1be4d7e9b370f6d2317dd97ded0,6643cc2884ba92edc2317151eb82c45aadd551b9782520763bef0675cfa92f72,1.5282276369980536
rb_g004_v4,rb_g004,train,v4,2,2,16.499999999999996,2050.0,500.0,98.58851019683533,62.34825734610698,65.248188502386,97.5738575229023,0.9465925961556445,0.053407403861554674,-1.7199231937648953e-11,1.191935427548147e-10,1175,2026be472ab51eeba73bdc74cc05903c39dbb1be4d7e9b370f6d2317dd97ded0,6643cc2884ba92edc2317151eb82c45aadd551b9782520763bef0675cfa92f72,1.497616488020867
rb_g004_v5,rb_g004,train,v5,2,2,16.499999999999996,2050.0,1000.0,98.85041319620797,59.849366140751364,63.60393709124407,97.7919095272569,0.9404329537109716,0.05956704630588367,-1.6855217558376164e-11,1.1543196383557488e-10,1175,2026be472ab51eeba73bdc74cc05903c39dbb1be4d7e9b370f6d2317dd97ded0,6643cc2884ba92edc2317151eb82c45aadd551b9782520763bef0675cfa92f72,1.5285767690220382
rb_g004_v6,rb_g004,train,v6,3,3,12.499999999999996,1000.0,500.0,128.32573194439937,90.18570710337542,94.44776654269498,127.5817823218186,0.898923284286696,0.10107671573764436,-2.4340334192629603e-11,9.738381804059082e-11,1200,2026be472ab51eeba73bdc74cc05903c39dbb1be4d7e9b370f6d2317dd97ded0,6643cc2884ba92edc2317151eb82c45aadd551b9782520763bef0675cfa92f72,1.578956001001643
rb_g004_v7,rb_g004,train,v7,3,3,12.499999999999996,1000.0,500.0,140.45001173088826,90.19144480300709,94.45431275776495,139.15668727464123,0.8989122721100553,0.10108772791522638,-2.5281643445396193e-11,9.786681910587078e-11,1187,2026be472ab51eeba73bdc74cc05903c39dbb1be4d7e9b370f6d2317dd97ded0,6643cc2884ba92edc2317151eb82c45aadd551b9782520763bef0675cfa92f72,1.527943355991738
rb_g005_v0,rb_g005,train,v0,0,0,1.8000000000000003,333.33,333.33,44.36931384991834,33.84026085709653,35.09836414950644,44.31938985717068,0.770102666431324,0.22989733371422563,-1.4554962173778877e-10,7.681868475631941e-11,1207,1164cc429c543125455f268ef619b54ff812ebb7d12e3145f64678989ebb1007,028f6e4cdab561e1914e8abf5ee9c47a70bd1a775a8b3000a158b3d05c390104,1.5239993660070468
rb_g005_v1,rb_g005,train,v1,0,0,2.5,500.0,333.33,48.15943259554439,34.01547700305822,35.27558188077082,48.06334653352235,0.8333782369431161,0.16662176316343502,-1.0655107907098227e-10,7.760501886594423e-11,1183,1164cc429c543125455f268ef619b54ff812ebb7d12e3145f64678989ebb1007,028f6e4cdab561e1914e8abf5ee9c47a70bd1a775a8b3000a158b3d05c390104,1.5125393719936255
rb_g005_v2,rb_g005,train,v2,1,1,6.999999999999999,1000.0,333.33,79.10375818303419,52.37365357200935,54.30038379972619,79.00300455225329,0.9079914487837275,0.09200855125347651,-3.7204001784069924e-11,8.942155622841278e-11,1180,1164cc429c543125455f268ef619b54ff812ebb7d12e3145f64678989ebb1007,028f6e4cdab561e1914e8abf5ee9c47a70bd1a775a8b3000a158b3d05c390104,1.4940024680108763
rb_g005_v3,rb_g005,train,v3,1,1,7.0,1000.0,500.0,76.2383841853474,50.49978503501331,52.90230212693434,76.22285708503136,0.8989377773655383,0.10106222267146837,-3.7006635850949414e-11,9.0157594141891e-11,1135,1164cc429c543125455f268ef619b54ff812ebb7d12e3145f64678989ebb1007,028f6e4cdab561e1914e8abf5ee9c47a70bd1a775a8b3000a158b3d05c390104,1.4387986410001758
rb_g005_v4,rb_g005,train,v4,2,2,16.5,2050.0,500.0,107.92608063961012,62.34208743529197,65.30930177628456,107.89120129388118,0.9466005107026607,0.0533994893136291,-1.628976415037359e-11,1.1539052024847374e-10,1126,1164cc429c543125455f268ef619b54ff812ebb7d12e3145f64678989ebb1007,028f6e4cdab561e1914e8abf5ee9c47a70bd1a775a8b3000a158b3d05c390104,1.434332880016882
rb_g005_v5,rb_g005,train,v5,2,2,16.5,2050.0,1000.0,108.21659507369259,59.852848540801396,63.672148650182734,108.17803262274703,0.9404263881322628,0.05957361188465893,-1.6921689638741444e-11,1.1532326644757085e-10,1160,1164cc429c543125455f268ef619b54ff812ebb7d12e3145f64678989ebb1007,028f6e4cdab561e1914e8abf5ee9c47a70bd1a775a8b3000a158b3d05c390104,1.4766404379915912
rb_g005_v6,rb_g005,train,v6,3,3,12.5,1000.0,500.0,136.32752912688107,90.1806454177625,94.47023223168726,136.30591528619584,0.8989328935879964,0.10106710643715353,-2.5150015403596627e-11,9.689651874978224e-11,1184,1164cc429c543125455f268ef619b54ff812ebb7d12e3145f64678989ebb1007,028f6e4cdab561e1914e8abf5ee9c47a70bd1a775a8b3000a158b3d05c390104,1.499601391988108
rb_g005_v7,rb_g005,train,v7,3,3,12.499999999999996,1000.0,500.0,133.09702459182722,90.17805944124953,94.46752592164691,132.76977010708646,0.8989378342519545,0.10106216577224005,-2.419453082325163e-11,9.682916387675082e-11,1192,1164cc429c543125455f268ef619b54ff812ebb7d12e3145f64678989ebb1007,028f6e4cdab561e1914e8abf5ee9c47a70bd1a775a8b3000a158b3d05c390104,1.5525814709835686
rb_g006_v0,rb_g006,train,v0,0,0,1.8000000000000003,333.33,333.33,43.94407726413158,33.839200666639805,35.0957218904327,43.853622403605414,0.7701167028795133,0.22988329726517037,-1.446836786181096e-10,7.678429738566684e-11,1198,21bdb6e24f9cbd1e664fd3ba94feedc2619db3b399b586065384a3357495fb23,a5e170a79b5328e8379ff02130604036cac8162a4bc3e494e9ed3566a0b66228,1.5671511290129274
rb_g006_v1,rb_g006,train,v1,0,0,2.5,500.0,333.33,44.839694926682455,34.01228072795457,35.269147912067176,44.72384390980733,0.8334059066183052,0.1665940934886696,-1.0697478458610021e-10,7.86198860657462e-11,1184,21bdb6e24f9cbd1e664fd3ba94feedc2619db3b399b586065384a3357495fb23,a5e170a79b5328e8379ff02130604036cac8162a4bc3e494e9ed3566a0b66228,1.5475343209982384
rb_g006_v2,rb_g006,train,v2,1,1,7.0,1000.0,333.33,72.761033745497,52.36471982835978,54.27534512958232,72.69211232734466,0.9080174912319359,0.09198250880530798,-3.72438112096672e-11,9.052867129957506e-11,1183,21bdb6e24f9cbd1e664fd3ba94feedc2619db3b399b586065384a3357495fb23,a5e170a79b5328e8379ff02130604036cac8162a4bc3e494e9ed3566a0b66228,1.6314553119882476
rb_g006_v3,rb_g006,train,v3,1,1,7.000000000000001,1000.0,500.0,71.93965797149644,50.49064753879231,52.87772196292903,71.81715744927197,0.8989689396187437,0.10103106042058992,-3.933361572957697e-11,9.092519030841436e-11,1180,21bdb6e24f9cbd1e664fd3ba94feedc2619db3b399b586065384a3357495fb23,a5e170a79b5328e8379ff02130604036cac8162a4bc3e494e9ed3566a0b66228,1.5043185880058445
rb_g006_v4,rb_g006,train,v4,2,2,16.5,2050.0,500.0,97.91335321338926,62.3124215131581,65.21086938778129,97.75486921830105,0.9466418894632259,0.05335811055453475,-1.7760675085514087e-11,1.1563979232708732e-10,1169,21bdb6e24f9cbd1e664fd3ba94feedc2619db3b399b586065384a3357495fb23,a5e170a79b5328e8379ff02130604036cac8162a4bc3e494e9ed3566a0b66228,1.5031538979965262
rb_g006_v5,rb_g006,train,v5,2,2,16.5,2050.0,1000.0,98.88054359955714,59.82110723616669,63.5699225751742,98.81752407726435,0.940479080875089,0.059520919142740616,-1.7829656942777465e-11,1.1698531692276825e-10,1164,21bdb6e24f9cbd1e664fd3ba94feedc2619db3b399b586065384a3357495fb23,a5e170a79b5328e8379ff02130604036cac8162a4bc3e494e9ed3566a0b66228,1.5733562700042967
rb_g006_v6,rb_g006,train,v6,3,3,12.499999999999996,1000.0,500.0,128.18715362987427,90.16114326356433,94.42203250325319,128.05114143526288,0.898969975463637,0.10103002456057068,-2.4207729154568375e-11,9.757907700049157e-11,1195,21bdb6e24f9cbd1e664fd3ba94feedc2619db3b399b586065384a3357495fb23,a5e170a79b5328e8379ff02130604036cac8162a4bc3e494e9ed3566a0b66228,1.53280428799917
rb_g006_v7,rb_g006,train,v7,3,3,12.5,1000.0,500.0,128.40139879369644,90.16091112828752,94.42195348144234,127.80581048422658,0.8989704400417573,0.10102955998202409,-2.3781350222407126e-11,9.961903486622102e-11,1204,21bdb6e24f9cbd1e664fd3ba94feedc2619db3b399b586065384a3357495fb23,a5e170a79b5328e8379ff02130604036cac8162a4bc3e494e9ed3566a0b66228,1.5454371419909876
rb_g007_v0,rb_g007,train,v0,0,0,1.8000000000000003,333.33,333.33,43.651745777473764,33.83679510759577,35.09345371279603,43.62807269617019,0.7701473458147863,0.22985265433291985,-1.477060757654808e-10,7.481366564003751e-11,1146,47aca93e023cc8e653ca272a70cc317b7d0943bb6d27b5d765fddb64dbaf4d31,c3aaa902d77dc1d2942d2325a4d619f452a5e527e7fd960c01c775214f642b5e,1.5236094309948385
rb_g007_v1,rb_g007,train,v1,0,0,2.5000000000000004,500.0,333.33,44.753830827971456,34.01001454964853,35.26692427612961,44.71967054373164,0.8334256669251001,0.16657433318257342,-1.0767355895779927e-10,7.80251078311584e-11,1173,47aca93e023cc8e653ca272a70cc317b7d0943bb6d27b5d765fddb64dbaf4d31,c3aaa902d77dc1d2942d2325a4d619f452a5e527e7fd960c01c775214f642b5e,1.560727700998541
rb_g007_v2,rb_g007,train,v2,1,1,6.999999999999999,1000.0,333.33,72.31315324292518,52.361154832502706,54.27150343090283,72.21151314421786,0.9080279981306111,0.09197200190784172,-3.845282822315507e-11,8.991292513080145e-11,1167,47aca93e023cc8e653ca272a70cc317b7d0943bb6d27b5d765fddb64dbaf4d31,c3aaa902d77dc1d2942d2325a4d619f452a5e527e7fd960c01c775214f642b5e,1.5118308719829656
rb_g007_v3,rb_g007,train,v3,1,1,7.0,1000.0,500.0,71.17657691475438,50.487524758065355,52.87405055821057,71.16940200832335,0.898979418956096,0.1010205810816932,-3.7789184480020917e-11,9.246719759619747e-11,1181,47aca93e023cc8e653ca272a70cc317b7d0943bb6d27b5d765fddb64dbaf4d31,c3aaa902d77dc1d2942d2325a4d619f452a5e527e7fd960c01c775214f642b5e,1.5879143239872064
rb_g007_v4,rb_g007,train,v4,2,2,16.499999999999996,2050.0,500.0,97.39364971329758,62.307845235901645,65.20225260663207,97.30840411679532,0.9466479523074283,0.053352047709039216,-1.6467514220928276e-11,1.1582357770015317e-10,1160,47aca93e023cc8e653ca272a70cc317b7d0943bb6d27b5d765fddb64dbaf4d31,c3aaa902d77dc1d2942d2325a4d619f452a5e527e7fd960c01c775214f642b5e,1.465396020008484
rb_g007_v5,rb_g007,train,v5,2,2,16.499999999999996,2050.0,1000.0,96.33994002831145,59.81027658674591,63.554822384166094,96.24054760058317,0.9404971768715268,0.059502823144945614,-1.6472419388109802e-11,1.1619214520060389e-10,1163,47aca93e023cc8e653ca272a70cc317b7d0943bb6d27b5d765fddb64dbaf4d31,c3aaa902d77dc1d2942d2325a4d619f452a5e527e7fd960c01c775214f642b5e,1.4242412339954171
rb_g007_v6,rb_g007,train,v6,3,3,12.499999999999996,1000.0,500.0,127.29822265925048,90.15845755221436,94.41852399993857,127.20400631697066,0.898976082080823,0.10102391794431495,-2.5137953940657105e-11,9.671858136091962e-11,1177,47aca93e023cc8e653ca272a70cc317b7d0943bb6d27b5d765fddb64dbaf4d31,c3aaa902d77dc1d2942d2325a4d619f452a5e527e7fd960c01c775214f642b5e,1.46835162199568
rb_g007_v7,rb_g007,train,v7,3,3,12.5,1000.0,500.0,127.12379573649332,90.15282573465527,94.41334133704603,127.03049184291217,0.8989863491783833,0.10101365084661977,-2.5002986347999468e-11,9.756762384393897e-11,1176,47aca93e023cc8e653ca272a70cc317b7d0943bb6d27b5d765fddb64dbaf4d31,c3aaa902d77dc1d2942d2325a4d619f452a5e527e7fd960c01c775214f642b5e,1.4878367180062924
