sample_id,group_id,split_role,family,block_index,layer,k_x_W_mK,k_y_W_mK,k_z_W_mK,control_volume_count,bbox_fraction_xy,block_id,source_power_W,power_fraction,source_volume_m3,surface_power_density_W_cm2,q_W_m3
rb_g004_v2,rb_g004,train,k,3,silicon_die_upper,120.0,120.0,120.0,280,"[0.2996638172, 0.458343239, 0.3935772121, 0.5060152794]",k03,,,,,
rb_g004_v2,rb_g004,train,k,4,silicon_die_lower,140.0,140.0,140.0,504,"[0.7449098175, 0.8863285391, 0.1366602865, 0.3440786467]",k04,,,,,
rb_g004_v2,rb_g004,train,k,5,silicon_die_upper,385.0,385.0,385.0,504,"[0.0410235205, 0.2505682556, 0.7798990527, 0.9181546581]",k05,,,,,
rb_g004_v2,rb_g004,train,k,6,silicon_die_lower,600.0,600.0,600.0,616,"[0.4816970148, 0.6914400455, 0.748814721, 0.9123891377]",k06,,,,,
rb_g004_v2,rb_g004,train,q,0,silicon_die_lower,,,,144,"[0.7475117171, 0.8425498222, 0.1350372159, 0.2320596559]",q00,1.0674161305611969,0.15248801865159956,1.2359619140625e-10,115.7614079982457,8636318954.624517
rb_g004_v2,rb_g004,train,q,1,silicon_die_upper,,,,192,"[0.4307884959, 0.527322205, 0.2588468625, 0.3865070185]",q01,1.2578272989731203,0.17968961413901718,1.6113281250000006e-10,102.06730599162988,7806152449.384695
rb_g004_v2,rb_g004,train,q,2,silicon_die_lower,,,,120,"[0.7573762616, 0.8555139513, 0.5468329843, 0.6223263587]",q02,0.7973457623606941,0.11390653748009916,1.02996826171875e-10,107.62223892925125,7741459538.084511
rb_g004_v2,rb_g004,train,q,3,silicon_die_upper,,,,120,"[0.8712277728, 0.9495269217, 0.6363068588, 0.7240417336]",q03,0.854816699650549,0.12211667137864986,1.0070800781249989e-10,124.43532771270371,8488070792.16643
rb_g004_v2,rb_g004,train,q,4,silicon_die_lower,,,,120,"[0.2603801331, 0.3564628293, 0.6474435067, 0.724024835]",q04,0.9737696353167704,0.13910994790239578,1.0299682617187497e-10,132.339092342631,9454365454.832575
rb_g004_v2,rb_g004,train,q,5,silicon_die_upper,,,,120,"[0.6461236694, 0.7323356641, 0.152328824, 0.2398304869]",q05,0.9756809376958,0.1393829910994,1.0070800781250007e-10,129.3373087777358,9688216050.429077
rb_g004_v2,rb_g004,train,q,6,silicon_die_lower,,,,140,"[0.3784929, 0.497883487, 0.5699545731, 0.6509586853]",q06,1.0731435354418681,0.1533062193488383,1.2016296386718747e-10,110.96363106851203,8930734569.995974
rb_g004_v3,rb_g004,train,k,0,silicon_die_lower,385.0,385.0,385.0,256,"[0.0370357715, 0.1707609766, 0.5331603888, 0.665011895]",k00,,,,,
rb_g004_v3,rb_g004,train,k,1,silicon_die_upper,600.0,600.0,600.0,528,"[0.5339624314, 0.7210339568, 0.2570757577, 0.4324430257]",k01,,,,,
rb_g004_v3,rb_g004,train,k,2,silicon_die_lower,50.0,50.0,50.0,528,"[0.4548402298, 0.642231642, 0.4313300203, 0.5978088059]",k02,,,,,
rb_g004_v3,rb_g004,train,k,3,silicon_die_upper,135.0,135.0,135.0,280,"[0.2996638172, 0.458343239, 0.3935772121, 0.5060152794]",k03,,,,,
rb_g004_v3,rb_g004,train,k,4,silicon_die_lower,150.0,150.0,150.0,504,"[0.7449098175, 0.8863285391, 0.1366602865, 0.3440786467]",k04,,,,,
rb_g004_v3,rb_g004,train,k,5,silicon_die_upper,400.0,400.0,400.0,504,"[0.0410235205, 0.2505682556, 0.7798990527, 0.9181546581]",k05,,,,,
rb_g004_v3,rb_g004,train,k,6,silicon_die_lower,20.0,20.0,20.0,616,"[0.4816970148, 0.6914400455, 0.748814721, 0.9123891377]",k06,,,,,
rb_g004_v3,rb_g004,train,q,0,silicon_die_lower,,,,144,"[0.7475117171, 0.8425498222, 0.1350372159, 0.2320596559]",q00,0.9903787464702172,0.14148267806717388,1.2359619140625e-10,107.40669440947427,8013019941.811377
rb_g004_v3,rb_g004,train,q,1,silicon_die_upper,,,,192,"[0.4307884959, 0.527322205, 0.2588468625, 0.3865070185]",q01,1.2559897224260894,0.17942710320372707,1.6113281250000006e-10,101.91819451355815,7794748337.965546
rb_g004_v3,rb_g004,train,q,2,silicon_die_lower,,,,120,"[0.7573762616, 0.8555139513, 0.5468329843, 0.6223263587]",q02,0.868891003074895,0.12412728615355642,1.02996826171875e-10,117.27910217964042,8436094930.002418
rb_g004_v3,rb_g004,train,q,3,silicon_die_upper,,,,120,"[0.8712277728, 0.9495269217, 0.6363068588, 0.7240417336]",q03,0.951276699702417,0.13589667138605957,1.0070800781249989e-10,138.4769716376861,9445889362.378435
rb_g004_v3,rb_g004,train,q,4,silicon_die_lower,,,,120,"[0.2603801331, 0.3564628293, 0.6474435067, 0.724024835]",q04,1.015749300546791,0.14510704293525586,1.0299682617187497e-10,138.0442926198826,9861947579.353262
rb_g004_v3,rb_g004,train,q,5,silicon_die_upper,,,,120,"[0.6461236694, 0.7323356641, 0.152328824, 0.2398304869]",q05,0.929295937562344,0.13275656250890627,1.0070800781250007e-10,123.18846354244374,9227627055.164505
rb_g004_v3,rb_g004,train,q,6,silicon_die_lower,,,,140,"[0.3784929, 0.497883487, 0.5699545731, 0.6509586853]",q06,0.9884185902172474,0.14120265574532107,1.2016296386718747e-10,102.2030251908149,8225650886.155878
rb_g004_v4,rb_g004,train,k,0,silicon_die_lower,400.0,400.0,400.0,256,"[0.0370357715, 0.1707609766, 0.5331603888, 0.665011895]",k00,,,,,
rb_g004_v4,rb_g004,train,k,1,silicon_die_upper,20.0,20.0,20.0,528,"[0.5339624314, 0.7210339568, 0.2570757577, 0.4324430257]",k01,,,,,
rb_g004_v4,rb_g004,train,k,2,silicon_die_lower,120.0,120.0,120.0,528,"[0.4548402298, 0.642231642, 0.4313300203, 0.5978088059]",k02,,,,,
rb_g004_v4,rb_g004,train,k,3,silicon_die_upper,140.0,140.0,140.0,280,"[0.2996638172, 0.458343239, 0.3935772121, 0.5060152794]",k03,,,,,
rb_g004_v4,rb_g004,train,k,4,silicon_die_lower,385.0,385.0,385.0,504,"[0.7449098175, 0.8863285391, 0.1366602865, 0.3440786467]",k04,,,,,
rb_g004_v4,rb_g004,train,k,5,silicon_die_upper,600.0,600.0,600.0,504,"[0.0410235205, 0.2505682556, 0.7798990527, 0.9181546581]",k05,,,,,
rb_g004_v4,rb_g004,train,k,6,silicon_die_lower,50.0,50.0,50.0,616,"[0.4816970148, 0.6914400455, 0.748814721, 0.9123891377]",k06,,,,,
rb_g004_v4,rb_g004,train,q,0,silicon_die_lower,,,,144,"[0.7475117171, 0.8425498222, 0.1350372159, 0.2320596559]",q00,2.266025208061426,0.13733486109463186,1.2359619140625e-10,245.75070690265267,18334102226.606617
rb_g004_v4,rb_g004,train,q,1,silicon_die_upper,,,,192,"[0.4307884959, 0.527322205, 0.2588468625, 0.3865070185]",q01,3.148808083842711,0.1908368535662249,1.6113281250000006e-10,255.51230957133154,19541693805.181423
rb_g004_v4,rb_g004,train,q,2,silicon_die_lower,,,,120,"[0.7573762616, 0.8555139513, 0.5468329843, 0.6223263587]",q02,2.2581346252842525,0.13685664395662137,1.02996826171875e-10,304.7931219415197,21924312711.50056
rb_g004_v4,rb_g004,train,q,3,silicon_die_upper,,,,120,"[0.8712277728, 0.9495269217, 0.6363068588, 0.7240417336]",q03,2.345732755729429,0.14216562155935936,1.0070800781249989e-10,341.46738628871105,23292415436.28546
rb_g004_v4,rb_g004,train,q,4,silicon_die_lower,,,,120,"[0.2603801331, 0.3564628293, 0.6474435067, 0.724024835]",q04,2.2828748468252598,0.138356051322743,1.0299682617187497e-10,310.25159771222394,22164516438.746708
rb_g004_v4,rb_g004,train,q,5,silicon_die_upper,,,,120,"[0.6461236694, 0.7323356641, 0.152328824, 0.2398304869]",q05,1.991314815607843,0.12068574640047534,1.0070800781250007e-10,263.97082204782356,19773152690.253864
rb_g004_v4,rb_g004,train,q,6,silicon_die_lower,,,,140,"[0.3784929, 0.497883487, 0.5699545731, 0.6509586853]",q06,2.207109664649077,0.13376422209994407,1.2016296386718747e-10,228.21635174368913,18367636696.183105
rb_g004_v5,rb_g004,train,k,0,silicon_die_lower,600.0,600.0,600.0,256,"[0.0370357715, 0.1707609766, 0.5331603888, 0.665011895]",k00,,,,,
rb_g004_v5,rb_g004,train,k,1,silicon_die_upper,50.0,50.0,50.0,528,"[0.5339624314, 0.7210339568, 0.2570757577, 0.4324430257]",k01,,,,,
rb_g004_v5,rb_g004,train,k,2,silicon_die_lower,135.0,135.0,135.0,528,"[0.4548402298, 0.642231642, 0.4313300203, 0.5978088059]",k02,,,,,
rb_g004_v5,rb_g004,train,k,3,silicon_die_upper,150.0,150.0,150.0,280,"[0.2996638172, 0.458343239, 0.3935772121, 0.5060152794]",k03,,,,,
rb_g004_v5,rb_g004,train,k,4,silicon_die_lower,400.0,400.0,400.0,504,"[0.7449098175, 0.8863285391, 0.1366602865, 0.3440786467]",k04,,,,,
rb_g004_v5,rb_g004,train,k,5,silicon_die_upper,20.0,20.0,20.0,504,"[0.0410235205, 0.2505682556, 0.7798990527, 0.9181546581]",k05,,,,,
rb_g004_v5,rb_g004,train,k,6,silicon_die_lower,120.0,120.0,120.0,616,"[0.4816970148, 0.6914400455, 0.748814721, 0.9123891377]",k06,,,,,
rb_g004_v5,rb_g004,train,q,0,silicon_die_lower,,,,144,"[0.7475117171, 0.8425498222, 0.1350372159, 0.2320596559]",q00,2.346795414635486,0.1422300251294234,1.2359619140625e-10,254.5102455395726,18987602999.203854
rb_g004_v5,rb_g004,train,q,1,silicon_die_upper,,,,192,"[0.4307884959, 0.527322205, 0.2588468625, 0.3865070185]",q01,3.4279921781953018,0.20775710170880618,1.6113281250000006e-10,278.1669048480802,21274327214.981743
rb_g004_v5,rb_g004,train,q,2,silicon_die_lower,,,,120,"[0.7573762616, 0.8555139513, 0.5468329843, 0.6223263587]",q02,2.364716109285352,0.14331612783547587,1.02996826171875e-10,319.1790238652219,22959116287.129604
rb_g004_v5,rb_g004,train,q,3,silicon_die_upper,,,,120,"[0.8712277728, 0.9495269217, 0.6363068588, 0.7240417336]",q03,2.240788012879243,0.1358053341138935,1.0070800781249989e-10,326.1906217219602,22250345941.220337
rb_g004_v5,rb_g004,train,q,4,silicon_die_lower,,,,120,"[0.2603801331, 0.3564628293, 0.6474435067, 0.724024835]",q04,2.0527930604430886,0.12441170063291447,1.0299682617187497e-10,278.9825853400292,19930643853.21456
rb_g004_v5,rb_g004,train,q,5,silicon_die_upper,,,,120,"[0.6461236694, 0.7323356641, 0.152328824, 0.2398304869]",q05,1.8387985382421592,0.11144233565103995,1.0070800781250007e-10,243.753101174992,18258712273.066372
rb_g004_v5,rb_g004,train,q,6,silicon_die_lower,,,,140,"[0.3784929, 0.497883487, 0.5699545731, 0.6509586853]",q06,2.2281166863193675,0.13503737492844653,1.2016296386718747e-10,230.38848932406464,18542457797.412838
rb_g004_v6,rb_g004,train,k,0,silicon_die_lower,20.0,20.0,20.0,256,"[0.0370357715, 0.1707609766, 0.5331603888, 0.665011895]",k00,,,,,
rb_g004_v6,rb_g004,train,k,1,silicon_die_upper,120.0,120.0,120.0,528,"[0.5339624314, 0.7210339568, 0.2570757577, 0.4324430257]",k01,,,,,
rb_g004_v6,rb_g004,train,k,2,silicon_die_lower,140.0,140.0,140.0,528,"[0.4548402298, 0.642231642, 0.4313300203, 0.5978088059]",k02,,,,,
rb_g004_v6,rb_g004,train,k,3,silicon_die_upper,385.0,385.0,385.0,280,"[0.2996638172, 0.458343239, 0.3935772121, 0.5060152794]",k03,,,,,
rb_g004_v6,rb_g004,train,k,4,silicon_die_lower,600.0,600.0,600.0,504,"[0.7449098175, 0.8863285391, 0.1366602865, 0.3440786467]",k04,,,,,
rb_g004_v6,rb_g004,train,k,5,silicon_die_upper,50.0,50.0,50.0,504,"[0.0410235205, 0.2505682556, 0.7798990527, 0.9181546581]",k05,,,,,
rb_g004_v6,rb_g004,train,k,6,silicon_die_lower,135.0,135.0,135.0,616,"[0.4816970148, 0.6914400455, 0.748814721, 0.9123891377]",k06,,,,,
rb_g004_v6,rb_g004,train,q,0,silicon_die_lower,,,,144,"[0.7475117171, 0.8425498222, 0.1350372159, 0.2320596559]",q00,1.9090130775925442,0.15272104620740354,1.2359619140625e-10,207.03269832824344,15445565562.111725
rb_g004_v6,rb_g004,train,q,1,silicon_die_upper,,,,192,"[0.4307884959, 0.527322205, 0.2588468625, 0.3865070185]",q01,2.5643251310989807,0.20514601048791845,1.6113281250000006e-10,208.08401760049517,15914357177.244577
rb_g004_v6,rb_g004,train,q,2,silicon_die_lower,,,,120,"[0.7573762616, 0.8555139513, 0.5468329843, 0.6223263587]",q02,1.6324891630722167,0.13059913304577733,1.02996826171875e-10,220.34623754367422,15849897746.829748
rb_g004_v6,rb_g004,train,q,3,silicon_die_upper,,,,120,"[0.8712277728, 0.9495269217, 0.6363068588, 0.7240417336]",q03,1.5424122688686668,0.12339298150949335,1.0070800781249989e-10,224.52834183425415,15315686432.208645
rb_g004_v6,rb_g004,train,q,4,silicon_die_lower,,,,120,"[0.2603801331, 0.3564628293, 0.6474435067, 0.724024835]",q04,1.526274834197543,0.12210198673580344,1.0299682617187497e-10,207.42670432252268,14818658893.921513
rb_g004_v6,rb_g004,train,q,5,silicon_die_upper,,,,120,"[0.6461236694, 0.7323356641, 0.152328824, 0.2398304869]",q05,1.4903232337750971,0.11922585870200776,1.0070800781250007e-10,197.55884205406184,14798458098.28556
rb_g004_v6,rb_g004,train,q,6,silicon_die_lower,,,,140,"[0.3784929, 0.497883487, 0.5699545731, 0.6509586853]",q06,1.8351622913949504,0.14681298331159603,1.2016296386718747e-10,189.75678902948144,15272278848.109142
rb_g004_v7,rb_g004,train,k,0,silicon_die_lower,50.0,50.0,50.0,256,"[0.0370357715, 0.1707609766, 0.5331603888, 0.665011895]",k00,,,,,
rb_g004_v7,rb_g004,train,k,1,silicon_die_upper,135.0,135.0,135.0,528,"[0.5339624314, 0.7210339568, 0.2570757577, 0.4324430257]",k01,,,,,
rb_g004_v7,rb_g004,train,k,2,silicon_die_lower,150.0,150.0,150.0,528,"[0.4548402298, 0.642231642, 0.4313300203, 0.5978088059]",k02,,,,,
rb_g004_v7,rb_g004,train,k,3,silicon_die_upper,400.0,400.0,400.0,280,"[0.2996638172, 0.458343239, 0.3935772121, 0.5060152794]",k03,,,,,
rb_g004_v7,rb_g004,train,k,4,silicon_die_lower,20.0,20.0,20.0,504,"[0.7449098175, 0.8863285391, 0.1366602865, 0.3440786467]",k04,,,,,
rb_g004_v7,rb_g004,train,k,5,silicon_die_upper,120.0,120.0,120.0,504,"[0.0410235205, 0.2505682556, 0.7798990527, 0.9181546581]",k05,,,,,
rb_g004_v7,rb_g004,train,k,6,silicon_die_lower,140.0,140.0,140.0,616,"[0.4816970148, 0.6914400455, 0.748814721, 0.9123891377]",k06,,,,,
rb_g004_v7,rb_g004,train,q,0,silicon_die_lower,,,,144,"[0.7475117171, 0.8425498222, 0.1350372159, 0.2320596559]",q00,1.9529199534669313,0.1562335962773545,1.2359619140625e-10,211.79440430822615,15800810132.149235
rb_g004_v7,rb_g004,train,q,1,silicon_die_upper,,,,192,"[0.4307884959, 0.527322205, 0.2588468625, 0.3865070185]",q01,2.552280215135276,0.2041824172108221,1.6113281250000006e-10,207.1066241822456,15839605698.77892
rb_g004_v7,rb_g004,train,q,2,silicon_die_lower,,,,120,"[0.7573762616, 0.8555139513, 0.5468329843, 0.6223263587]",q02,1.581816045531528,0.12654528364252224,1.02996826171875e-10,213.50660206720568,15357910571.84507
rb_g004_v7,rb_g004,train,q,3,silicon_die_upper,,,,120,"[0.8712277728, 0.9495269217, 0.6363068588, 0.7240417336]",q03,1.4922370125432889,0.11937896100346311,1.0070800781249989e-10,217.22434968427663,14817461341.520771
rb_g004_v7,rb_g004,train,q,4,silicon_die_lower,,,,120,"[0.2603801331, 0.3564628293, 0.6474435067, 0.724024835]",q04,1.5142496159178724,0.12113996927342979,1.0299682617187497e-10,205.7924302451266,14701905604.265736
rb_g004_v7,rb_g004,train,q,5,silicon_die_upper,,,,120,"[0.6461236694, 0.7323356641, 0.152328824, 0.2398304869]",q05,1.5216743637391992,0.12173394909913593,1.0070800781250007e-10,201.7147813781139,15109765318.48668
rb_g004_v7,rb_g004,train,q,6,silicon_die_lower,,,,140,"[0.3784929, 0.497883487, 0.5699545731, 0.6509586853]",q06,1.8848227936659034,0.15078582349327227,1.2016296386718747e-10,194.89171224401872,15685555124.531895
rb_g005_v0,rb_g005,train,k,0,silicon_die_upper,385.0,385.0,385.0,216,"[0.4035128795, 0.5314970021, 0.7457401796, 0.8377984663]",k00,,,,,
rb_g005_v0,rb_g005,train,k,1,silicon_die_lower,600.0,600.0,600.0,440,"[0.6568470346, 0.8156706886, 0.4123949185, 0.5881601957]",k01,,,,,
rb_g005_v0,rb_g005,train,k,2,silicon_die_upper,50.0,50.0,50.0,144,"[0.770517893, 0.8612741579, 0.2762022748, 0.3644728021]",k02,,,,,
rb_g005_v0,rb_g005,train,q,0,silicon_die_upper,,,,120,"[0.6002854214, 0.6820456363, 0.4269655084, 0.5221270062]",q00,0.23163839988315602,0.12868799993508667,1.007080078125e-10,29.77194876391337,2300099117.385229
rb_g005_v0,rb_g005,train,q,1,silicon_die_lower,,,,168,"[0.6830169277, 0.7691389682, 0.4329673623, 0.5388340515]",q01,0.30590266531827787,0.16994592517682103,1.4419555664062489e-10,33.5513205630906,2121443076.6453624
rb_g005_v0,rb_g005,train,q,2,silicon_die_upper,,,,112,"[0.2147475937, 0.3142738312, 0.2105210692, 0.2798434317]",q02,0.1781732911103296,0.09898516172796089,9.3994140625e-11,25.824484487353278,1895578702.3062596
rb_g005_v0,rb_g005,train,q,3,silicon_die_lower,,,,140,"[0.5820538268, 0.6568299258, 0.4996397176, 0.5998252154]",q03,0.2186740929947849,0.12148560721932494,1.2016296386718742e-10,29.189702503081538,1819812743.9372995
rb_g005_v0,rb_g005,train,q,4,silicon_die_upper,,,,140,"[0.8210206043, 0.9273012452, 0.0979572554, 0.1757417725]",q04,0.22897286610028153,0.12720714783348974,1.1749267578124996e-10,27.697252853693737,1948826721.136111
rb_g005_v0,rb_g005,train,q,5,silicon_die_lower,,,,120,"[0.7724474938, 0.8451960227, 0.4650270831, 0.5554704573]",q05,0.22514194688890202,0.12507885938272334,1.0299682617187505e-10,34.21806487601361,2185911500.934974
rb_g005_v0,rb_g005,train,q,6,silicon_die_upper,,,,96,"[0.5853752863, 0.6546180619, 0.7905111716, 0.8812509505]",q06,0.18617368115738533,0.10342982286521407,8.056640625000011e-11,29.630985845645775,2310810297.0322704
rb_g005_v0,rb_g005,train,q,7,silicon_die_lower,,,,120,"[0.7939166692, 0.8851779523, 0.1950903985, 0.2685645431]",q07,0.22532305654688295,0.1251794758593794,1.0299682617187502e-10,33.60350082846325,2187669901.3120766
rb_g005_v1,rb_g005,train,k,0,silicon_die_upper,400.0,400.0,400.0,216,"[0.4035128795, 0.5314970021, 0.7457401796, 0.8377984663]",k00,,,,,
rb_g005_v1,rb_g005,train,k,1,silicon_die_lower,20.0,20.0,20.0,440,"[0.6568470346, 0.8156706886, 0.4123949185, 0.5881601957]",k01,,,,,
rb_g005_v1,rb_g005,train,k,2,silicon_die_upper,120.0,120.0,120.0,144,"[0.770517893, 0.8612741579, 0.2762022748, 0.3644728021]",k02,,,,,
rb_g005_v1,rb_g005,train,q,0,silicon_die_upper,,,,120,"[0.6002854214, 0.6820456363, 0.4269655084, 0.5221270062]",q00,0.3074841199504912,0.12299364798019646,1.007080078125e-10,39.520224062593755,3053224134.1023316
rb_g005_v1,rb_g005,train,q,1,silicon_die_lower,,,,168,"[0.6830169277, 0.7691389682, 0.4329673623, 0.5388340515]",q01,0.39244298350739953,0.15697719340295982,1.4419555664062489e-10,43.04303896369387,2721602472.713329
rb_g005_v1,rb_g005,train,q,2,silicon_die_upper,,,,112,"[0.2147475937, 0.3142738312, 0.2105210692, 0.2798434317]",q02,0.24130182888560045,0.09652073155424018,9.3994140625e-11,34.974351643801974,2567200756.1439466
rb_g005_v1,rb_g005,train,q,3,silicon_die_lower,,,,140,"[0.5820538268, 0.6568299258, 0.4996397176, 0.5998252154]",q03,0.3249040134831004,0.12996160539324014,1.2016296386718742e-10,43.36979916434395,2703861514.6194897
rb_g005_v1,rb_g005,train,q,4,silicon_die_upper,,,,140,"[0.8210206043, 0.9273012452, 0.0979572554, 0.1757417725]",q04,0.35620523484082345,0.14248209393632938,1.1749267578124996e-10,43.087666347656885,3031722892.2763915
rb_g005_v1,rb_g005,train,q,5,silicon_die_lower,,,,120,"[0.7724474938, 0.8451960227, 0.4650270831, 0.5554704573]",q05,0.33550596714183156,0.13420238685673264,1.0299682617187505e-10,50.99167484597596,3257439861.126972
rb_g005_v1,rb_g005,train,q,6,silicon_die_upper,,,,96,"[0.5853752863, 0.6546180619, 0.7905111716, 0.8812509505]",q06,0.25294497219457024,0.1011779888778281,8.056640625000011e-11,40.25815488113237,3139583654.8756313
rb_g005_v1,rb_g005,train,q,7,silicon_die_lower,,,,120,"[0.7939166692, 0.8851779523, 0.1950903985, 0.2685645431]",q07,0.28921087999618306,0.11568435199847323,1.0299682617187502e-10,43.1313962915739,2807959145.3970146
rb_g005_v2,rb_g005,train,k,0,silicon_die_upper,600.0,600.0,600.0,216,"[0.4035128795, 0.5314970021, 0.7457401796, 0.8377984663]",k00,,,,,
rb_g005_v2,rb_g005,train,k,1,silicon_die_lower,50.0,50.0,50.0,440,"[0.6568470346, 0.8156706886, 0.4123949185, 0.5881601957]",k01,,,,,
rb_g005_v2,rb_g005,train,k,2,silicon_die_upper,135.0,135.0,135.0,144,"[0.770517893, 0.8612741579, 0.2762022748, 0.3644728021]",k02,,,,,
rb_g005_v2,rb_g005,train,q,0,silicon_die_upper,,,,120,"[0.6002854214, 0.6820456363, 0.4269655084, 0.5221270062]",q00,0.792669425286996,0.11323848932671372,1.007080078125e-10,101.87997123218413,7870967190.243723
rb_g005_v2,rb_g005,train,q,1,silicon_die_lower,,,,168,"[0.6830169277, 0.7691389682, 0.4329673623, 0.5388340515]",q01,1.0536507036159852,0.1505215290879979,1.4419555664062489e-10,115.56412063871487,7307095503.934102
rb_g005_v2,rb_g005,train,q,2,silicon_die_upper,,,,112,"[0.2147475937, 0.3142738312, 0.2105210692, 0.2798434317]",q02,0.7103933231376212,0.1014847604482316,9.3994140625e-11,102.96459833548677,7557846887.199211
rb_g005_v2,rb_g005,train,q,3,silicon_die_lower,,,,140,"[0.5820538268, 0.6568299258, 0.4996397176, 0.5998252154]",q03,1.0145804029036816,0.14494005755766878,1.2016296386718742e-10,135.43122425079116,8443370321.866123
rb_g005_v2,rb_g005,train,q,4,silicon_die_upper,,,,140,"[0.8210206043, 0.9273012452, 0.0979572554, 0.1757417725]",q04,1.0811092595827771,0.15444417994039672,1.1749267578124996e-10,130.7742573830541,9201503433.24895
rb_g005_v2,rb_g005,train,q,5,silicon_die_lower,,,,120,"[0.7724474938, 0.8451960227, 0.4650270831, 0.5554704573]",q05,0.9309317784977826,0.1329902540711118,1.0299682617187505e-10,141.48711260589207,9038451116.389727
rb_g005_v2,rb_g005,train,q,6,silicon_die_upper,,,,96,"[0.5853752863, 0.6546180619, 0.7905111716, 0.8812509505]",q06,0.6554120089483565,0.09363028699262235,8.056640625000011e-11,104.31390645274685,8135053298.946862
rb_g005_v2,rb_g005,train,q,7,silicon_die_lower,,,,120,"[0.7939166692, 0.8851779523, 0.1950903985, 0.2685645431]",q07,0.7612530980267992,0.10875044257525703,1.0299682617187502e-10,113.52930100560381,7391034523.301378
rb_g005_v3,rb_g005,train,k,0,silicon_die_upper,20.0,20.0,20.0,216,"[0.4035128795, 0.5314970021, 0.7457401796, 0.8377984663]",k00,,,,,
rb_g005_v3,rb_g005,train,k,1,silicon_die_lower,120.0,120.0,120.0,440,"[0.6568470346, 0.8156706886, 0.4123949185, 0.5881601957]",k01,,,,,
rb_g005_v3,rb_g005,train,k,2,silicon_die_upper,140.0,140.0,140.0,144,"[0.770517893, 0.8612741579, 0.2762022748, 0.3644728021]",k02,,,,,
rb_g005_v3,rb_g005,train,q,0,silicon_die_upper,,,,120,"[0.6002854214, 0.6820456363, 0.4269655084, 0.5221270062]",q00,0.7426237908112949,0.10608911297304213,1.007080078125e-10,95.44772137110894,7374029205.243792
rb_g005_v3,rb_g005,train,q,1,silicon_die_lower,,,,168,"[0.6830169277, 0.7691389682, 0.4329673623, 0.5388340515]",q01,1.0789871406664693,0.15414102009520989,1.4419555664062489e-10,118.34301411622968,7482804365.155321
rb_g005_v3,rb_g005,train,q,2,silicon_die_upper,,,,112,"[0.2147475937, 0.3142738312, 0.2105210692, 0.2798434317]",q02,0.7803839936162539,0.11148342765946484,9.3994140625e-11,113.10906484206137,8302474903.512145
rb_g005_v3,rb_g005,train,q,3,silicon_die_lower,,,,140,"[0.5820538268, 0.6568299258, 0.4996397176, 0.5998252154]",q03,1.1000200342161242,0.15714571917373202,1.2016296386718742e-10,146.83612999809725,9154401646.017519
rb_g005_v3,rb_g005,train,q,4,silicon_die_upper,,,,140,"[0.8210206043, 0.9273012452, 0.0979572554, 0.1757417725]",q04,1.0773068192804358,0.1539009741829194,1.1749267578124996e-10,130.31430266305293,9169140221.865282
rb_g005_v3,rb_g005,train,q,5,silicon_die_lower,,,,120,"[0.7724474938, 0.8451960227, 0.4650270831, 0.5554704573]",q05,0.8579955411571636,0.12257079159388051,1.0299682617187505e-10,130.40194195857077,8330310486.707533
rb_g005_v3,rb_g005,train,q,6,silicon_die_upper,,,,96,"[0.5853752863, 0.6546180619, 0.7905111716, 0.8812509505]",q06,0.6040745192557879,0.08629635989368399,8.056640625000011e-11,96.14314664945582,7497846154.156679
rb_g005_v3,rb_g005,train,q,7,silicon_die_lower,,,,120,"[0.7939166692, 0.8851779523, 0.1950903985, 0.2685645431]",q07,0.7586081609964708,0.10837259442806725,1.0299682617187502e-10,113.13484894618315,7365354731.713288
rb_g005_v4,rb_g005,train,k,0,silicon_die_upper,50.0,50.0,50.0,216,"[0.4035128795, 0.5314970021, 0.7457401796, 0.8377984663]",k00,,,,,
rb_g005_v4,rb_g005,train,k,1,silicon_die_lower,135.0,135.0,135.0,440,"[0.6568470346, 0.8156706886, 0.4123949185, 0.5881601957]",k01,,,,,
rb_g005_v4,rb_g005,train,k,2,silicon_die_upper,150.0,150.0,150.0,144,"[0.770517893, 0.8612741579, 0.2762022748, 0.3644728021]",k02,,,,,
rb_g005_v4,rb_g005,train,q,0,silicon_die_upper,,,,120,"[0.6002854214, 0.6820456363, 0.4269655084, 0.5221270062]",q00,1.7421008412227348,0.10558186916501423,1.007080078125e-10,223.90819921315276,17298533443.99593
rb_g005_v4,rb_g005,train,q,1,silicon_die_lower,,,,168,"[0.6830169277, 0.7691389682, 0.4329673623, 0.5388340515]",q01,2.7404903517194943,0.166090324346636,1.4419555664062489e-10,300.5762313150521,19005373088.919464
rb_g005_v4,rb_g005,train,q,2,silicon_die_upper,,,,112,"[0.2147475937, 0.3142738312, 0.2105210692, 0.2798434317]",q02,1.9872657694884037,0.12044034966596386,9.3994140625e-11,288.03483236229096,21142443095.648056
rb_g005_v4,rb_g005,train,q,3,silicon_die_lower,,,,140,"[0.5820538268, 0.6568299258, 0.4996397176, 0.5998252154]",q03,2.594584034786273,0.15724751725977412,1.2016296386718742e-10,346.33794546692127,21592210705.238514
rb_g005_v4,rb_g005,train,q,4,silicon_die_upper,,,,140,"[0.8210206043, 0.9273012452, 0.0979572554, 0.1757417725]",q04,2.332963558024103,0.14139173078933956,1.1749267578124996e-10,282.202352905636,19856246719.307487
