sample_id,split_role,sobol_index,package_total_power_W,top_h_W_m2K,bottom_h_W_m2K,source_count,k_region_count,total_source_volume_m3,mean_q_W_m3,max_q_W_m3,mean_local_k_W_mK,peak_deltaT_K,mean_deltaT_K,cv_rms_deltaT_K,top_heat_fraction,bottom_heat_fraction,energy_balance_relative_error,linear_residual,cg_iterations,minimum_support_nodes_per_region,coordinate_sha256,support_index_sha256
v6p1i_0010,train,10,3.120034611783922,1587.6326793234684,34.740114023051504,10,3,1.5631866455078112e-09,1996763579.0960674,2709548930.684081,84.20293192887871,24.00001098321917,19.071696389828624,19.10601947554919,0.9814284143768136,0.018571585619332164,3.854232582050848e-12,1.068558524131568e-10,1590,10,bfadb2ce3f903f9ac60ad819d63da2aa6f37bac857c2783dd91f33754a987b16,03b03296f0cdb9a1f32f6da299eae8c55b437518d23b1554f52bfdbef6716945
v6p1i_0011,train,11,6.345363683067262,710.3750310580131,199.62657450941657,4,3,5.648803710937498e-10,12403395176.209229,15897256880.021832,206.5597194479536,93.52666874421527,68.60552916328591,70.3165345715724,0.9009173663550455,0.09908263365370147,-8.746971223159493e-12,9.065107737513159e-11,1479,20,324cbbb07d76c6eb44eed0230bf14db398abff72101a5ba7e46e36656e102a1e,82de126ff30b36eb5bc56c5c038349eee9f9becf10649c5ec158bfc23415e23e
v6p1i_0012,train,12,7.206416497938335,2295.5188092083686,24.466176075563208,9,7,1.125793457031249e-09,6409742175.395592,8805886669.66642,85.31006945009567,44.37045542677703,31.93281354453481,32.0036903891137,0.9903132165793515,0.009686783458152578,-3.750407722079819e-11,1.2082215568401303e-10,1562,6,addd9aa9064edee622a3b3b958db584f8f4face6fc562536e485594bab6af1df,4fa1595b3cdfbff38476c9a2fc997eb9b370b7236ffd1c7c27b508bd7b85dca9
v6p1i_0013,valid_iid,13,3.3527304930612445,1026.810946081234,135.55295392677175,3,4,5.786132812499996e-10,5888232376.504341,7193264932.376552,184.0134871529471,39.2517828646142,26.94132983019417,27.3386196359536,0.932995997984142,0.06700400203472279,-1.8864753489326547e-11,9.437159083549994e-11,1529,19,854f937750b49f9ccf5c6c8961a17d0471c91501108e7cb5a9e611e911ceb2c1,e3ea0d00cff1c4400d16d5526bc4092a17ed25de4c3604724ebc23805d88e7f8
v6p1i_0014,valid_iid,14,4.85860476270318,573.3294264671503,84.78384274145931,8,3,1.2324523925781246e-09,4027440741.1968184,5454635090.910911,48.32899343534535,83.86550486217635,70.5545604999265,71.1070161135373,0.9123237950374582,0.08767620495294634,9.595470006171843e-12,8.555913772752043e-11,1585,15,92d4e47a6df6bda7d52f24bebe1d1d714e250c819796601bebb83f97ac07dfd5,850e306077069e4ec07081e7f56684230c0345d09969dcf35284043672fc3fb4
v6p1i_0015,train,15,5.695623699575663,1282.8657803931205,48.39188625679438,6,3,7.148742675781244e-10,8013279096.194134,9233123853.720995,78.03832952345721,55.74726611020424,41.46745166425651,41.624963436135566,0.9717486246945248,0.02825137534653279,-4.1057574807877183e-11,9.70975249550199e-11,1524,13,8359e9c61684e03a507b199b3222d47e7076d42d537cd469dbff03adb44320d1,ccd4024c480e653eac5b866b9cc875970fca7f71dfef935f01812ab4243aa3fc
v6p1i_0016,valid_iid,16,7.018549544736742,524.1457417881818,54.7096385370734,10,2,1.5386962890624994e-09,4592438095.597212,6007671476.83712,160.04095125615657,133.44094322428276,115.83454181091943,116.40688209178599,0.9307671542022953,0.06923284579562426,2.0804374360824932e-12,8.889651451114808e-11,1539,8,a93df6b13c763a856e1834d3c8e15c67267f2e8e021b2d0e8bb058c91bd730d4,7ab6cc296db897b8098bc53afecf0e1f06fa42975e56184a0fba2e25774d28d3
v6p1i_0017,train,17,3.6723762284964323,1172.7921511731756,95.04118419792948,4,4,5.680084228515621e-10,6091369163.681957,8688737871.834383,72.06360932115513,43.18384242624205,27.611844804933686,27.843773616228233,0.9497372836666446,0.050262716313955,1.9400467264353082e-11,9.510066419215364e-11,1556,16,62d7a356d90c1dbd3af8d4a2aab403ae7392f8ef08145475651295e30d90a972,a6c4c6d8fd809bc1feaee9898efff00bef799426d6f7c83683245cb505fe45cd
v6p1i_0018,train,18,4.676269651390612,2046.5103452961507,140.96616353463418,7,2,1.0457611083984368e-09,4560617716.917598,5485452354.84339,79.10883972274267,28.9840179386581,20.018252802532707,20.342101396941853,0.9637538156721019,0.036246184357984816,-3.008674540373222e-11,1.2125162826929023e-10,1542,17,697ba3843513aa2ab7c862afffc1b47c6b9563c62a074ebc57c2098cb35325e5,c05cd2725e940a9ea395d88ad27607de7edea5305bd7d7fc49e9f87432d5033f
v6p1i_0019,train,19,6.019579381681979,915.4323270560701,25.660475080643945,5,5,6.616973876953125e-10,9185848414.106668,10797057834.186031,179.13231685502006,76.39127727363052,62.97109232155119,63.05121237876134,0.9763434161091218,0.02365658390884092,-1.7962657998169515e-11,9.215717389681309e-11,1615,10,443e5941df1f44ea238cc4bbe606fd29395bad9c37a18722fe63c92241507c77,5c9535a8ff5d003767796604a15cb42a1b235aea2571911e1d2be242aaf3f1cf
v6p1i_0020,train,20,5.002886918373406,1415.4127946989026,176.4810599523015,8,2,9.671783447265621e-10,5112684354.341916,6105800243.482712,109.87402920419257,43.870884641949544,29.49288433545848,30.185330329036898,0.9491454531374811,0.05085454688595224,-2.343335883606576e-11,1.0680549421808428e-10,1644,14,5081f3cb508abc48389b9b5956977b776227af2dc479985669206f8fd82884c0,982da479befc66b038043b69af1f3b242568d1c3bddb120e534eac61d8e9be42
v6p1i_0021,train,21,4.286713418550789,633.3203481091834,31.00494291151203,6,6,8.792114257812493e-10,4905177958.848056,6978395796.412382,137.65860727143524,71.50178720067186,62.63154773013049,62.71753799774183,0.9600767581806623,0.03992324179489174,2.4445957329985364e-11,7.781917308580415e-11,1423,12,98238cd8053c65a98fb5297b9726ef5e03d957e8b85408e71cd83644719b4479,50cf7d0214968bfec695dbed004dcd261c6a5a2967f4735a168dc198e6ad88da
v6p1i_0022,train,22,2.657514670863748,757.9238447254892,37.17303856194467,9,8,1.3549041748046868e-09,1984881867.004739,2488315403.723529,135.87483478652933,36.55833998346225,32.010874846146024,32.089559313052405,0.9622868154452863,0.037713184653953444,-9.923973991793967e-11,8.604059730965299e-11,1353,9,0f5b3894a7dac3dbf83130f3404020d24cae3c863b27254c86c1d48ebfb99c9a,2a32f2fdaac611329e7112686f27fbbe6421a606887d65c1ca59c0e1f07de025
v6p1i_0023,train,23,6.627162108197808,1695.0449190582779,66.91093344958026,3,2,2.8915405273437484e-10,23239583969.842274,26342477313.677044,184.37419812334835,65.60394890173052,36.33578845714381,36.57596427423796,0.9724670427946848,0.027532957177079244,2.8236010874420104e-11,1.1109317215147612e-10,1539,17,ec9a561a7eaece475ca447b8f09bd33892ae086556e9f1fbbf60f9b2ce823d3a,136cbb2cc31a598b85ccf0d45e6482a48037a9137f75314ae72114a2e5a31dd0
v6p1i_0024,train,24,7.350785681046545,1109.8342905955658,79.51653755594154,6,3,8.267211914062498e-10,9202690988.43891,11406135163.656326,101.82603806212485,78.44530421233259,58.70091153061185,59.18448034279371,0.9550461235532002,0.044953876465721826,-1.8921970464706133e-11,9.636741284773401e-11,1647,17,17422156f5880b2954903dc4727b8df4fd5b0a2f6ae6c6502e28471d29a894c6,e8b1e0420de8b2a86daa70df5cb8651403d0f0d686c8e340fe6b0569f502a320
v6p1i_0025,test_iid,25,3.183836438693106,2481.3527209811577,45.69568719123075,8,2,9.741210937499992e-10,3377369650.568492,4628258026.755256,69.96753171339627,16.782993163188507,12.24468025365458,12.290370847978481,0.9855774676261172,0.014422532432385646,-5.850285623129624e-11,1.1586615571071925e-10,1368,8,4c4e824a4b4716e078e515a3651e8fbdd115ed31c3c5fb6523339c24eceeef41,9cbd256e279c4982c9e3889bf7d5784606c430b6131b14eb274e0b70e89caa89
v6p1i_0026,train,26,4.695545053109527,1312.3607229331235,30.670501636126474,3,5,3.456115722656249e-10,13683557329.19602,16283837304.97727,174.43640897560414,47.227133883833346,34.211029346081894,34.25878988266938,0.9801592260284878,0.01984077400207509,-3.056289878484274e-11,1.0427013148194618e-10,1441,9,10ddbfd6fcd3d865492077bc8aad443ef55a4c276b12f3d43584fec763c484f1,e635d115f6e34d7ddfe436b05e070e16fce39100689c6aa2fab7714f9371eeed
v6p1i_0027,train,27,5.84399557672441,586.579517949114,168.77248925230668,9,5,1.1859130859374989e-09,5127879360.52586,6843545974.602599,79.31464661572598,96.29130178312431,76.89770781344293,78.49512140469777,0.8893704948169608,0.110629505156,2.7039194468460432e-11,7.728266355610729e-11,1509,5,832db131ce842ca9e9062b5b40f1a71f681bd469e073d819ec50163c1b57c747,6af2c818c614f0735301990c0c040e51b988f71c463ea24a2718c706662f14d6
v6p1i_0028,train,28,5.607941569760442,2004.225910695832,20.827689613213746,4,7,5.773925781249996e-10,9080932924.405998,12326350229.447636,121.44669158521131,41.7129927543715,27.740758346701693,27.809535924953316,0.9907047314561581,0.009295268582439098,-3.8597257096303515e-11,1.210041148385417e-10,1436,9,fdc7419bc605bbe4b79d6fa52731bef9eb04555805cde868372497d2df641e8b,aa016efacbd180e72794f78ea92bff8df3b95a319d40eda9a4b5f3d5f8e2e8cb
v6p1i_0029,train,29,3.837847979739309,896.083276298009,118.88606411369997,10,7,1.5140533447265617e-09,2573408161.153029,3206464119.782918,198.6204912949945,43.65027378832593,35.880763475230644,36.265578742368376,0.9266849579160482,0.07331504212656371,-4.261197808805556e-11,9.547943906332165e-11,1584,10,a09c91591f8841cceca9a0131bd7b732700efa3ff5bdcb8cb6c72eb174b10546,ec94fc2dc8e7b71825738c5dcdd54f64672d167badbcf7e4efb9d36f1ff1034a
v6p1i_0030,valid_iid,30,2.9508340405300255,726.7873010652452,99.60587761360085,5,4,6.39572143554687e-10,4727645747.5564785,7539308103.709983,152.70821980945092,45.339335822548435,33.7928150080893,34.16303410234614,0.9238800989288811,0.0761199010003478,7.07710290332509e-11,9.195204513657654e-11,1675,12,4ae50e5cb527aefaec67d3dd4b2c8046a7c901efcfe3361a91c330615b3cf84e,d03867c8deca8d490a5aaeddf1207d86710ccb51bb7df797e2c6ffd131611cbd
v6p1i_0031,test_iid,31,6.490036700852215,1624.1432868227523,55.181972276629786,7,8,1.3252258300781241e-09,4930936541.428251,6181508929.157682,111.39042633556033,47.67664462443861,37.244377427584205,37.4042494523363,0.975278772699399,0.024721227297262657,3.3383139848978114e-12,1.0400515207907876e-10,1457,6,ea0a9e7f8320a1c0d97160f80e2933e55d6370e6f83dd1b749682ab414529e88,6bfb44e8e89567ffdf6583fa96f9e0b2db48d05acc7e5103d9267754d0113224
v6p1i_0032,train,32,3.4214935172349215,623.4227734596179,28.056343995659894,5,4,6.579589843749996e-10,5105246159.744513,6893279790.504025,81.55432207465877,59.00627050894974,50.88895810558778,50.97060313362424,0.9637604360481989,0.036239563941673845,1.0127230904585502e-11,8.644624430039286e-11,1534,12,6f5167fc1c6b136607ce6bbd978ca567b24e33bb8bcb92267ede75e548b14d9e,1da3d020a8e24c5ae2c5cd3c0adfc04fa2ca468787db41eecf53d5c21841ad92
v6p1i_0033,train,33,7.274258928373456,1393.62640161118,159.77335482425354,7,4,9.685516357421873e-10,7774485070.682687,9878678836.209929,114.39664951021383,61.41956311490088,44.29873957583676,45.00580487154635,0.9439622837835869,0.05603771624280739,-2.639426945375927e-11,9.77629346909581e-11,1518,9,ab27b2ee7ea2551425ac99bd7be0768f1d497403b2dc3758c8b98445b9962584,843559da16cba4348363aba7e0522d6355d0e9ba429ac5a37343f43ca807e404
v6p1i_0034,train,34,5.763813932426274,1722.4737708449795,75.27722058581288,4,7,5.898284912109375e-10,9292143894.331127,11819436314.079247,181.93322522090457,47.891173027037894,30.18954294437498,30.41851027721648,0.9706517662806305,0.02934823372125481,-1.8853983034565905e-12,1.1484173075590603e-10,1483,14,9150a2b0ce8dc0aeb7c214aaa99d1dccfc3d1f8cc8cbe1c32726d624c3b60dea,e8fca9c374acd83b4f2bcb66c4081c69d3d5eb59181acc313a9ffe74065b8811
v6p1i_0035,test_iid,35,4.92709629703313,769.8432264696457,41.80119245362189,10,4,1.4745330810546864e-09,3458445521.555472,4728764826.292137,167.39726508305418,67.53323167736318,58.62876675220726,58.8090664558525,0.9597013135235505,0.04029868652091509,-4.446558544407015e-11,8.7784919608334e-11,1526,5,a9b0b71874549779c9d494dfa579897a8ef24836f67a05ff33bdc75654c0173f,a5ed69dc2626341bd9e32f2fd1483a7b0f9cde54a421cf706da09689b92ccd26
v6p1i_0036,train,36,3.912538760341704,1125.6565200619918,104.98347987977584,3,3,4.483795166015622e-10,8973769681.72405,12769250997.436789,92.94289882283954,43.45930319619845,29.571676441716235,29.99292719911835,0.9519828799879275,0.04801712002936414,-1.729166226174682e-11,1.0076869471356773e-10,1581,27,3839d37f6e2ae048d4b210732d0c0acf982e227011ee79c6d7cd9bcab2a5bf3c,acdda485bed3ef43bc8b2e30a9091aad90732e6279cd34d952a5010088bbf5a0
v6p1i_0037,valid_iid,37,5.372120165266097,503.3486574566264,60.4614894158585,9,6,1.322326660156249e-09,4178214966.7326083,6252589042.819996,101.09759524930693,104.69252770263472,91.28352111161985,91.66893002648365,0.9185233698468762,0.0814766301894763,-3.635248083778273e-11,7.769487596052826e-11,1437,6,2307d174d0db4b97f09d81a9a564cb8e6a2972b49c6f79fff94ff63ccb165861,3b4f3b191d35eb86892f800d9deed16d85f8d727c723f7c4d8dc8bed4f0c033b
v6p1i_0038,train,38,6.257870486006141,953.864633691502,22.820200721753366,6,8,1.0357666015624997e-09,5956907479.011768,8084341330.360465,72.11582710431608,72.84400349880002,62.88738095655702,62.9541220012444,0.979386946951433,0.020613053045379158,3.1877880673354343e-12,8.409035014560177e-11,1403,8,fed0293d42850abbc7333b9e814c1ee741184a5e981f2d7711e542dd6501f08a,e338ec50f008b217d9b75f93be27efdc13b2ef89853e898a55d6beea0ead1f25
v6p1i_0039,valid_iid,39,3.031630953773856,2131.682033714397,125.3035949800083,8,2,1.0365295410156247e-09,2857283877.249074,3645609516.845873,190.19685955426505,19.812431919416326,13.012524728943689,13.173847266532285,0.9660511648263767,0.033948835166239574,7.383762839129164e-12,1.268082995022313e-10,1568,15,6deee0d7bd90157174b7aff05e0cb41537e23c2d46bec55636e62e74b64bf9d2,27814953627229acd4c126fa23ed91ce9d8b06911fa2ca07f24853b63302ce1e
v6p1i_0040,train,40,3.440822553820908,881.9005664895312,133.67598431133726,9,5,1.2006378173828118e-09,2980251559.7045827,3895123129.3948693,40.17879128020168,41.76545777022119,32.21385807820579,32.726639130201725,0.9269892414550123,0.07301075851713808,2.7849659416028072e-11,9.110934765161215e-11,1640,4,f5db00f4a281bfd20bb80223becc571fa957bcf65ec344876f51af2ee3904d76,c89c1217ebca55ad06c5d9b9d04e802084910acf95f6f8c13d26bdf5c66d4362
v6p1i_0041,train,41,7.0987382950261235,1973.000915845278,23.43396140641643,3,4,3.8909912109374964e-10,18220057817.48588,20343379499.840996,96.09594064141172,52.94091054929436,35.33195719234645,35.37888285307415,0.9894313695391258,0.010568630456074344,4.799874079165844e-12,1.212462175669185e-10,1397,17,259cd411bcd6364eaee0e4b2fc8cfccba58e94e04e727ed6eba45daab1761a1f,19d3c2a4f7f5043be53cbc87c7e973d81b4c1be7b713fc9f00ffa5f571f887ac
v6p1i_0042,test_iid,42,6.096098953858018,1650.0905637311982,49.96220488621084,8,2,1.114273071289062e-09,5451187881.8509655,7374270052.975043,166.7820039446693,44.6202378175023,34.72757758296616,34.836555968627835,0.976600233805047,0.023399766168764238,2.6188722524552063e-11,1.0866846938154033e-10,1427,16,2ed7a36c12d7337f69f78523290c63a8e798c6e3b3ec3231b66f017c5a906867,cb7eb7499c1281ba33cdf42973edac744b663822852fe2b6a3c73c8b763a9a65
v6p1i_0043,train,43,4.438614929094911,738.0765615160068,90.12534507734306,6,8,9.025573730468744e-10,4947144487.428032,6192171052.65688,110.59851145448374,64.9541655593435,51.430634416037485,51.92655067795396,0.9308917194956285,0.06910828046987084,3.450065350236849e-11,8.590090380662076e-11,1700,5,0a37264bd4b95e1202a6eae878771cfe2506e5d716398b99cd021874c9400eaf,ada203e57d15a5d139713845c575b4865d97624077be01720fa8ef4967887a4a
v6p1i_0044,train,44,4.20591893605888,2381.142190411011,40.61493297271988,7,3,8.343505859374995e-10,5023865398.009071,6536438622.266834,49.335850245831175,26.77885198304034,17.054281874531746,17.13753515198806,0.986437482657712,0.013562517297781438,4.450656859420843e-11,1.1963727312089501e-10,1440,12,a1e829a578a9c60347326174ab09af1c1ea49599ffc0b95ad119184e9dc18519,e5a2fcfabb87652d805a3f4400784703c22bc58affb1f4bb9b29c504e27e7a96
v6p1i_0045,train,45,5.235046027228236,1065.595349419371,70.7213267536195,5,3,7.853698730468749e-10,6441483037.254396,8175394959.761624,36.008191883529285,63.34432252498067,44.4155042830063,44.66336764173471,0.9540523632331472,0.04594763676252969,4.323018813948387e-12,9.364887468962095e-11,1613,16,357a7c0302cab49678ad2d5963b1512ce27fe30f0f8bbc99e444aa3a44242d2f,bccd9490830d6d4b01b8e2843d2a4252cfddc0bab0cf94346ae8c07775d349c8
v6p1i_0046,test_iid,46,6.862990693189204,611.081854940152,186.53263409845013,10,8,1.4799499511718738e-09,4695827888.5071945,6437853061.48313,174.5046088524935,106.61353784973954,83.45725665238778,85.47914078520813,0.8825808793338399,0.11741912064953539,1.6624767093522496e-11,9.392304480774355e-11,1626,4,2aee32a4d0081719025b76e1aa67ee4ee6f5d6de9cba13077a2de773c89b1d0e,dc0f476faaaee23c12b4c3273d4709ad9a64c67885c72e27a66a36845d82d898
v6p1i_0047,train,47,2.5828215340152383,1366.7183455981205,33.87598108802319,4,3,6.167602539062498e-10,4212325729.3053827,5292237592.102686,149.29784158447708,25.59089961667803,17.94907295590624,17.991730186227915,0.9800672905820144,0.019932709434219036,-1.62333892113943e-11,9.300161911303242e-11,1311,18,19da53f5323a8dc2f26f83a340b5c4b800ff3308e6a5ba2738ef35b29772f6c2,fcff2569b0b0a1cb2d5987d045100a089b6c156bea21b59f568db0dfc40f851f
v6p1i_0048,train,48,3.7690482987090945,544.8995726225629,32.886762294311936,8,2,1.1402130126953115e-09,3385380302.018863,4355978392.297997,88.39496249511399,71.3956062861862,62.78986505429656,62.94130953089919,0.9538877003818682,0.04611229962638753,-8.255723526235157e-12,7.65987035539228e-11,1480,11,37eb80cf48fbdc55a27ba8d5d51a2629b69ad7663be015b667188b837579a88a,25637b45a09d7f7e569b8c7757238614b2dc0d13568b2b996761f3c16930f6ba
v6p1i_0049,train,49,5.540061886422336,1218.7054952678907,182.6062247747504,6,7,8.20999145507812e-10,6575954150.990364,7817437824.580157,110.48535564926989,51.68174280186793,36.72364858870038,37.46832802355997,0.9350252515962905,0.06497474842893596,-2.5226460274534012e-11,9.714405493467642e-11,1469,8,d13a22d99c49daae7963e334ebc9636a0a8e433eec65e05710e24230a33eaa5b,8e25d8e5a0f265612efa68e269e591a56495e98afa0f3772c296720ff0c9c68c
v6p1i_0050,train,50,6.421884912997485,2177.3077376805145,64.22712105480488,9,3,1.089782714843749e-09,5660961894.629018,7686663399.94158,91.94695599343801,39.479086064938656,27.442106603638187,27.577597616048283,0.9786103602833556,0.021389639738148378,-2.1504006771077125e-11,1.200280566583962e-10,1341,12,e93efe0be7a2f04c95fbc93831294f77a518a1d90771380fae91f663da5b3ef5,9be26be47d416989a99c48b95be6e843c98e476ce108d2178ec0966b51485436
v6p1i_0051,train,51,2.882382739335298,974.3585560911675,36.57818317345147,3,2,5.242919921875e-10,5396741703.724723,6766241042.667264,38.37303255926605,38.88055415307099,27.976286075792366,28.06017868891531,0.9702148760431867,0.029785123979881766,-2.3068474554538027e-11,9.821554220926047e-11,1630,28,54884f9f69a765a724b9c83ccb54cf3efa7920c58729eb0da44006b9cc0ddfda,e382409eb2df014abb067a88989b9203e39b28b084454b0ae6b4dfc844ac85a0
v6p1i_0052,test_iid,52,3.2719390839338303,1508.836791008683,92.89175691156137,10,2,1.4280700683593736e-09,2302441690.5919504,3664053154.5986824,141.2002066145004,24.06927387534995,18.937906201052858,19.155183862839653,0.965494297874549,0.03450570208327674,4.2174245632668526e-11,1.0344427169802202e-10,1382,11,6cbe80d8cbd7b6560576bc81c0eab16ac9db9c8a8fb1c24c89accfd102f5d1a6,3a65ec35d828083f148296e30129acfd11770230713643e04e669be9abcabc13
v6p1i_0053,train,53,7.438577488064766,674.8820844605286,51.00242779913649,4,3,5.822753906249998e-10,12607324534.974863,14737061595.897045,184.83188852423868,127.6410058901057,100.3825835152133,100.66746860791213,0.9430282986870402,0.05697170131988371,-6.9238479080047425e-12,9.327522354968922e-11,1775,23,296f905c93cd5b7ceb2c73fa428bc7407f4ff6b48ee2d3d5f66380528bd970b0,8b5fcce5a310a9d90c84ba8e5b92c2e71fc42b63991dfae4d862fe4303d556b7
v6p1i_0054,train,54,5.931449136696756,786.3876769540395,25.786227622914677,7,4,9.283447265624996e-10,6349440970.330979,7952520089.04836,123.49256346213404,82.375052847279,71.34625279697526,71.4348603757008,0.9724983279954216,0.02750167197263789,3.194050029924977e-11,8.731281688615221e-11,1625,9,31dfd119052176b7de37f23baca10e4caf1e17ad9c84f882f56de7b50f402efe,0c36dd8a81e67dfbee81545a5ed959da50fa10bb36ca6132a2003a3459596a12
v6p1i_0055,test_iid,55,4.783909670077264,1759.328876242364,148.51705403208052,5,8,6.971740722656248e-10,6765340119.889475,9890869250.156893,76.1726494329069,36.8471840057386,23.246675659963135,23.631737833647882,0.9588695055227652,0.041130494508421586,-3.118680931765751e-11,1.1096030943692004e-10,1348,8,ad9f834cbb1c97eff0626081cf12d8de8484ccc9742c4b6a0fe435b2a853e5ae,3a97bf52ca08e64c4774804a26efc6b6a36c7f2bfa19844acdba34364675fa91
v6p1i_0056,train,56,4.37470106408,1043.1632105676867,114.37441216365454,4,6,5.437469482421868e-10,8440158195.661166,11043464245.076973,128.73600977835167,49.3348142724538,35.21415635094126,35.67021420765034,0.942309666508211,0.05769033350678253,-1.499359040410443e-11,8.832150761843416e-11,1467,12,38c4fa5f8d3b22846d219c9f491bd431997bc33b613783a67801b8a8e3d78646,48ef83610f70b9f3731dfb6ee74a287389735a5137ea42e5cdabce28028bc2df
v6p1i_0057,train,57,5.090564917773008,2331.288060412856,20.63311773638129,10,3,1.3873291015624994e-09,3658933945.2159514,4447104192.279393,209.28011371106686,29.19524959489138,22.927577709546153,22.95896980300442,0.9913063797402552,0.008693620287910011,-2.8165151645127825e-11,1.2658629908587623e-10,1622,6,112853c09819d1d9f2931ed2ba4f8aab51a8bc5e4bde578e4f2139890c18347e,0ab580e7244e0ca45c23ba597ae698c65b245ce21c043e5dcb9b847b53724e57
