sample_id,group_id,split_role,design_block,top_h_W_m2K,bottom_h_W_m2K,package_total_power_W,source_count,total_source_area_mm2,layout_kind,alignment_relation,peak_deltaT_K,mean_deltaT_K,Rth_peak_K_W,top_heat_flux_W,bottom_heat_flux_W,top_heat_fraction,bottom_heat_fraction,energy_balance_relative_error,linear_residual,junction_temperature_K,top_surface_mean_temperature_K,bottom_surface_mean_temperature_K,top_branch_R_ambient_K_W,bottom_branch_R_ambient_K_W,top_internal_R_junction_to_surface_K_W,bottom_internal_R_junction_to_surface_K_W,top_film_R_surface_to_ambient_K_W,bottom_film_R_surface_to_ambient_K_W,effective_R_junction_to_ambient_K_W,parallel_branch_R_effective_K_W,parallel_branch_relative_closure_error,in_30_80_K_window,solver_peak_minus_projected_peak_K,projected_field_cv_rms_deltaT_K,minimum_source_control_volume_count,minimum_source_in_plane_interval_count,all_layers_covered_by_1024_points,all_interfaces_covered_by_1024_points
p1f_g001_t0_b1_p0,p1f_g001,train,complete_factorial_2x2x2,1000.0,120.0,4.0,4,18.679277674404567,clustered,partly_aligned,43.63687704527928,33.45503802077193,10.90921926131982,3.7508500721746243,0.24914992830373628,0.9377125180436561,0.06228748207593407,-1.1959014334372853e-10,6.912183492418327e-11,341.7696803462716,337.50184008503663,320.75705864952107,11.136057038412865,167.64877530027064,1.137832805660674,84.33725764967619,9.998224232752191,83.31151765059447,10.442420086567907,10.442420085319096,-1.1959017374984097e-10,True,0.03189714115018205,35.90699580204409,504,11,True,True
p1f_g001_t0_b1_p1,p1f_g001,train,complete_factorial_2x2x2,1000.0,120.0,6.0,4,18.679277674404567,clustered,partly_aligned,65.45531556595,50.182557029429006,10.909219260991668,5.626275108064428,0.37372489244277785,0.9377125180107381,0.06228748207379631,-8.453434248896959e-11,6.927697079018568e-11,362.65452051743165,356.25276012558,331.1355879732124,11.13605703845262,167.64877530073775,1.1378328057004707,84.33725765014488,9.998224232752149,83.31151765059288,10.442420086238608,10.442420085355865,-8.453430914303767e-11,True,0.047845711723596196,53.8604937012605,504,11,True,True
p1f_g001_t1_b0_p0,p1f_g001,train,complete_factorial_2x2x2,1400.0,20.0,4.0,4,18.679277674404567,clustered,partly_aligned,34.40286395595109,28.033760744703343,8.600715988987773,3.948707670350978,0.05129233012349454,0.9871769175877445,0.012823082530873635,-1.1861814135094573e-10,6.876888639941256e-11,332.52108978920546,328.19841205443765,325.6390956713416,8.235881838858647,634.0341667244538,1.094706951143737,134.1719922119813,7.141174887714911,499.86217451247256,8.130272447301365,8.130272446336967,-1.1861820685790405e-10,True,0.0318653393607633,29.15795833998245,504,11,True,True
p1f_g001_t1_b0_p1,p1f_g001,train,complete_factorial_2x2x2,1400.0,20.0,6.0,4,18.679277674404567,clustered,partly_aligned,51.6042959324148,42.050641115579445,8.6007159887358,5.923061505313985,0.07693849518253122,0.9871769175523308,0.012823082530421871,-8.275270515130846e-11,6.923950508602423e-11,348.7816346822878,342.29761808013893,338.4586435056562,8.23588183889741,634.0341667270301,1.0947069511825285,134.1719922145738,7.1411748877148815,499.86217451245625,8.130272447047966,8.130272446375164,-8.275273217867272e-11,True,0.04779800904316289,43.73693750849027,504,11,True,True
p1f_g001_t1_b1_p0,p1f_g001,train,complete_factorial_2x2x2,1400.0,120.0,4.0,4,18.679277674404567,clustered,partly_aligned,33.41475726705892,24.506859161914477,8.35368931676473,3.8169292641983805,0.18307073627458226,0.9542323160495951,0.045767684068645564,-1.1824069501287227e-10,6.857210090254484e-11,331.54283162039576,327.2571380854412,315.2504607217595,8.263928785963573,172.29860032400603,1.1228118831420368,88.99494933040427,7.141116902821537,83.30365099360175,7.88570790509894,7.8857079041665274,-1.182407947083036e-10,True,0.03188478731408395,26.563972217155044,504,11,True,True
p1f_g001_t1_b1_p1,p1f_g001,train,complete_factorial_2x2x2,1400.0,120.0,6.0,4,18.679277674404567,clustered,partly_aligned,50.122135899129034,36.76028874159414,8.353689316521505,5.725393896091936,0.27460610440254235,0.9542323160153227,0.04576768406709039,-8.2413085615111e-11,6.928137501450045e-11,347.31424742912395,340.88570712669303,322.8756910818616,8.263928786003687,172.2986003245087,1.12281188318221,88.99494933090827,7.1411169028214765,83.30365099360043,7.885707904853992,7.885707904204107,-8.241296766605421e-11,True,0.047827180972944916,39.84595832439507,504,11,True,True
p1f_g002_t0_b0_p0,p1f_g002,train,complete_factorial_2x2x2,1000.0,20.0,4.0,5,23.28477374238458,mixed,offset,45.23062162339437,38.665068975554405,11.307655405848593,3.9295137519035466,0.07048624857699028,0.9823784379758866,0.01762156214424757,-1.2013421160639304e-10,6.979106840819611e-11,342.74647692745316,339.294274950985,335.24230281709566,10.878312082950666,606.4512978125415,0.8785315930745391,106.46295216237652,9.999780489876128,499.98834565016494,10.68661923186329,10.686619230579462,-1.2013417218690757e-10,True,0.033428974267451395,39.70642423671754,540,11,True,True
p1f_g002_t0_b0_p1,p1f_g002,train,complete_factorial_2x2x2,1000.0,20.0,6.0,5,23.28477374238458,mixed,offset,67.84593243305454,57.99760346133066,11.30765540550909,5.89427062764865,0.10572937286184225,0.9823784379414416,0.017621562143640374,-8.508205251445133e-11,6.941937099224245e-11,364.11971538911894,358.94141242441094,352.863454223822,10.878312082982463,606.451297813947,0.8785315931063266,106.46295216378181,9.999780489876137,499.9883456501652,10.686619231519822,10.686619230610582,-8.508216331532795e-11,True,0.050143461402228695,59.55963635305956,540,11,True,True
p1f_g002_t0_b1_p0,p1f_g002,train,complete_factorial_2x2x2,1000.0,120.0,4.0,5,23.28477374238458,mixed,offset,43.38583746909444,33.39384004153236,10.84645936727361,3.7515580891761786,0.24844191130155477,0.9378895222940447,0.06211047782538869,-1.1943334515818194e-10,6.941965052771583e-11,340.9215408112281,337.51471836629025,320.7028618343981,10.907878763571073,164.71271130078455,0.9081086748375469,81.3819168871588,9.999770088733527,83.33079441362575,10.230385202807028,10.230385201585179,-1.1943336093325357e-10,True,0.03349118925495986,35.84336472348804,540,11,True,True
p1f_g002_t0_b1_p1,p1f_g002,train,complete_factorial_2x2x2,1000.0,120.0,6.0,5,23.28477374238458,mixed,offset,65.07875620169864,50.09076006057314,10.846459366949773,5.627337133566688,0.3726628669396087,0.9378895222611147,0.06211047782326812,-8.438281554982534e-11,6.958849634157526e-11,361.3823112148745,356.2720775474597,331.0542927505369,10.907878763604394,164.71271130112817,0.9081086748708606,81.38191688750244,9.999770088733534,83.33079441362571,10.230385202479084,10.230385201615816,-8.438280188433408e-11,True,0.050236783881132396,53.76504708341697,540,11,True,True
p1f_g002_t1_b0_p0,p1f_g002,train,complete_factorial_2x2x2,1400.0,20.0,4.0,5,23.28477374238458,mixed,offset,34.140094141919064,27.956993274849584,8.535023535479766,3.948909535614535,0.051090464859496885,0.9872273839036337,0.012772616214874221,-1.1850795865464558e-10,6.936767615070996e-11,331.6588688858412,328.20563637482377,325.5444111828244,8.017116776242982,619.6629639778332,0.8744774930580949,119.6790383456497,7.142639283184887,499.9839256321835,7.914717221460293,7.914717220522338,-1.18507770373727e-10,True,0.03327521379526388,28.896728103363458,540,11,True,True
p1f_g002_t1_b0_p1,p1f_g002,train,complete_factorial_2x2x2,1400.0,20.0,6.0,5,23.28477374238458,mixed,offset,51.21014121138984,41.93548991080071,8.53502353523164,5.923364303209434,0.07663569728654465,0.9872273838682389,0.01277261621442411,-8.266308471061024e-11,6.951039521923765e-11,347.4883033272499,342.3084545607189,338.3166167728862,8.017116776275184,619.6629639799429,0.8744774930902726,119.67903834775998,7.142639283184912,499.9839256321829,7.9147172212083206,7.914717220554065,-8.266313227677652e-11,True,0.049912820693975846,43.345092153563314,540,11,True,True
p1f_g002_t1_b1_p0,p1f_g002,train,complete_factorial_2x2x2,1400.0,120.0,4.0,5,23.28477374238458,mixed,offset,33.15383053986136,24.4439721088342,8.28845763496534,3.8176497544233854,0.18235024604905054,0.9544124386058463,0.045587561512262634,-1.181089809287883e-10,6.916631859400306e-11,330.68762302965774,327.2680665516278,315.1952232363043,8.038354747996722,168.2894522741859,0.8957229442192367,84.95957712711912,7.142631803777486,83.32987514706677,7.671905757414436,7.671905756508314,-1.1810903689206495e-10,True,0.03331252708329657,26.42683542492713,540,11,True,True
p1f_g002_t1_b1_p1,p1f_g002,train,complete_factorial_2x2x2,1400.0,120.0,6.0,5,23.28477374238458,mixed,offset,49.73074580835282,36.665958161969364,8.28845763472547,5.726474631429499,0.2735253690641405,0.9544124385715832,0.04558756151069008,-8.227331778816922e-11,6.898378231380767e-11,346.031434543025,340.9020998259734,322.7928348536701,8.03835474803006,168.28945227464746,0.8957229442525592,84.95957712758094,7.1426318037775,83.3298751470665,7.671905757170833,7.67190575653964,-8.2273399061575e-11,True,0.04996879062497328,39.640253136042745,540,11,True,True
p1f_g003_t0_b0_p0,p1f_g003,train,complete_factorial_2x2x2,1000.0,20.0,4.0,6,22.95112566998808,edge_balanced,offset,44.25220885326422,38.694197204917465,11.063052213316055,3.9294369860821083,0.07056301439837959,0.9823592465205271,0.017640753599594897,-1.201219818058874e-10,6.921659743787554e-11,342.79553841345535,339.29924388407426,335.2863864752817,10.891010229973212,606.4868228537315,0.889769842795497,106.41767506953472,10.001240387177715,500.0691477841968,10.698884603363837,10.698884602078666,-1.2012196862681352e-10,True,0.03750707270012299,39.80514035223319,378,8,True,True
p1f_g003_t0_b0_p1,p1f_g003,train,complete_factorial_2x2x2,1000.0,20.0,6.0,6,22.95112566998808,edge_balanced,offset,66.37831327783141,58.04129580536812,11.063052212971902,5.8941554789163435,0.10584452159389085,0.9823592464860572,0.017640753598981807,-8.503905912782272e-11,6.941105343559589e-11,364.19330761812625,358.94886582404337,352.9295797110831,10.891010230006415,606.4868228553775,0.8897698428286275,106.41767507118004,10.001240387177788,500.0691477841974,10.698884603021042,10.698884602111221,-8.50389162225819e-11,True,0.05626060905456143,59.70771052632988,378,8,True,True
p1f_g003_t0_b1_p0,p1f_g003,train,complete_factorial_2x2x2,1000.0,120.0,4.0,6,22.95112566998808,edge_balanced,offset,42.4069766440939,33.41722743168893,10.601744161023475,3.751287513740827,0.24871248673661542,0.9378218784352067,0.062178121684153854,-1.1936055616112995e-10,6.9546498837112e-11,340.96692185905783,337.5177489128052,320.72979312170384,10.920762993771477,164.71598348997043,0.9194637664051216,81.36756221164303,10.001299227366356,83.3484212783274,10.241730464764458,10.241730463542,-1.1936054976399897e-10,True,0.03763371498246215,35.94674287722209,378,8,True,True
p1f_g003_t0_b1_p1,p1f_g003,train,complete_factorial_2x2x2,1000.0,120.0,6.0,6,22.95112566998808,edge_balanced,offset,63.610464964169694,50.12584114581326,10.601744160694949,5.626931270413666,0.373068730092355,0.9378218784022776,0.06217812168205917,-8.433676904987901e-11,7.020556740917425e-11,361.4503827866245,356.27662336723216,331.0946896815085,10.920762993806209,164.71598349025973,0.9194637664397851,81.3675622119316,10.001299227366424,83.34842127832813,10.241730464437419,10.241730463573665,-8.433667690802856e-11,True,0.05645057247869545,53.920114314022065,378,8,True,True
p1f_g003_t1_b0_p0,p1f_g003,train,complete_factorial_2x2x2,1400.0,20.0,4.0,6,22.95112566998808,edge_balanced,offset,33.16830286648343,27.986330694019745,8.292075716620857,3.948832390882677,0.051167609591191224,0.9872080977206692,0.012791902397797806,-1.1846700356810125e-10,6.937558570644659e-11,331.70962057372685,328.2108061239164,325.5886827175871,8.030125727022526,619.7205776676703,0.8860377203876054,119.6252454442094,7.14408800663492,500.0953322234609,7.927405143431713,7.927405142492576,-1.1846710889125254e-10,True,0.03748921479598266,28.996235304935453,378,8,True,True
p1f_g003_t1_b0_p1,p1f_g003,train,complete_factorial_2x2x2,1400.0,20.0,6.0,6,22.95112566998808,edge_balanced,offset,49.75245429821541,41.979496039556444,8.292075716369235,5.923248586111692,0.07675141438409094,0.987208097685282,0.01279190239734849,-8.263043952775699e-11,6.93516184184714e-11,347.56443085908404,342.3162091843582,338.38302407503284,8.03012572705608,619.7205776698131,0.8860377204210936,119.6252454463475,7.144088006634986,500.09533222346556,7.927405143180674,7.927405142525629,-8.263043144308346e-11,True,0.056233822191018135,43.49435295592339,378,8,True,True
p1f_g003_t1_b1_p0,p1f_g003,train,complete_factorial_2x2x2,1400.0,120.0,4.0,6,22.95112566998808,edge_balanced,offset,32.18210177702127,24.46800499463201,8.045525444255318,3.817374412226882,0.18262558824505778,0.9543436030567205,0.045656397061264446,-1.1798494820025596e-10,6.951520608158641e-11,330.73573478754156,327.2718203149554,315.2225505372571,8.051537907598572,168.29916926153052,0.907407578751354,84.9452938077217,7.144130328847218,83.35387545380883,7.68393369688539,7.6839336959788005,-1.1798507195989557e-10,True,0.037584041942579915,26.530536684827414,378,8,True,True
p1f_g003_t1_b1_p1,p1f_g003,train,complete_factorial_2x2x2,1400.0,120.0,6.0,6,22.95112566998808,edge_balanced,offset,48.27315266407538,36.70200749067165,8.045525444012563,5.726061618134799,0.2739383823583146,0.9543436030224665,0.0456563970597191,-8.218559166550676e-11,6.928518189458118e-11,346.1036021798565,340.90773047096525,322.83382580511307,8.05153790763332,168.29916926191262,0.907407578786023,84.94529380810287,7.1441303288472975,83.35387545380974,7.683933696642754,7.683933696011245,-8.218564763741021e-11,True,0.056376062913727765,39.795805025898346,378,8,True,True
p1f_g004_t0_b0_p0,p1f_g004,train,complete_factorial_2x2x2,1000.0,20.0,4.0,7,28.367223314998547,distributed,partly_aligned,43.62485866269009,38.665068975548316,10.906214665672522,3.9295137519039622,0.07048624857694047,0.9823784379759906,0.017621562144235117,-1.202256766363874e-10,6.951600081028516e-11,341.9484676051125,339.2955669671248,335.2437092030319,10.675231149092498,595.1298083245691,0.6751218612486903,95.12151004549337,10.00010928784381,500.00829827907575,10.487116901278128,10.487116900017305,-1.2022585133153668e-10,True,0.04176694581843776,39.501251701023186,396,8,True,True
p1f_g004_t0_b0_p1,p1f_g004,train,complete_factorial_2x2x2,1000.0,20.0,6.0,7,28.367223314998547,distributed,partly_aligned,65.43728799197322,57.99760346132693,10.90621466532887,5.8942706276492505,0.10572937286179927,0.9823784379415418,0.017621562143633213,-8.517495736493075e-11,6.979138009416963e-11,362.9227014055961,358.94335044862044,352.86556380274214,10.675231149115206,595.1298083252938,0.6751218612713616,95.12151004621802,10.000109287843845,500.00829827907575,10.487116900932685,10.487116900039446,-8.517491211108128e-11,True,0.06265041872950405,59.251877549519385,396,8,True,True
p1f_g004_t0_b1_p0,p1f_g004,train,complete_factorial_2x2x2,1000.0,120.0,4.0,7,28.367223314998547,distributed,partly_aligned,41.780725953192814,33.39384004152626,10.445181488298203,3.751558089176571,0.24844191130130894,0.9378895222941428,0.062110477825327234,-1.194700310902519e-10,6.988358920616825e-11,340.1237031475856,337.5160103096064,320.70394153040587,10.695210414932522,161.5013462801927,0.6950959510669886,78.16620599745575,10.000114463865533,83.33514028273694,10.030925786896404,10.030925785698008,-1.194701341154328e-10,True,0.041832019245077845,35.573707371926226,396,8,True,True
p1f_g004_t0_b1_p1,p1f_g004,train,complete_factorial_2x2x2,1000.0,120.0,6.0,7,28.367223314998547,distributed,partly_aligned,62.67108892782056,50.0907600605704,10.445181487970094,5.627337133567278,0.3726628669394221,0.937889522261213,0.06211047782323701,-8.445000254653223e-11,6.95928779169092e-11,360.18555471939914,356.2740154624339,331.05591229456377,10.695210414956309,161.50134628031654,0.6950959510907474,78.16620599757934,10.000114463865563,83.3351402827372,10.030925786566522,10.030925785719411,-8.444991458958723e-11,True,0.0627480288675315,53.360561056078375,396,8,True,True
p1f_g004_t1_b0_p0,p1f_g004,train,complete_factorial_2x2x2,1400.0,20.0,4.0,7,28.367223314998547,distributed,partly_aligned,32.536540278357506,27.95699327483469,8.134135069589377,3.9489095356148796,0.05109046485940561,0.9872273839037199,0.012772616214851403,-1.185712934087535e-10,6.915778278496445e-11,330.8616537177628,328.20692474092306,325.54581719809903,7.815234418368963,604.0589727004855,0.6722688764827287,104.04752695619965,7.142965541886235,500.0114457442858,7.7154134294407015,7.715413428525874,-1.1857139392089902e-10,True,0.04177067769808218,28.695570999221022,396,8,True,True
p1f_g004_t1_b0_p1,p1f_g004,train,complete_factorial_2x2x2,1400.0,20.0,6.0,7,28.367223314998547,distributed,partly_aligned,48.80481041602758,41.935489910789485,8.13413506933793,5.923364303209963,0.07663569728646766,0.9872273838683272,0.012772616214411276,-8.273847810584083e-11,6.931210877465695e-11,346.29248057512115,342.31038710986786,338.31872579582813,7.815234418392016,604.0589727014265,0.67226887650576,104.04752695714069,7.142965541886256,500.01144574428577,7.7154134291868575,7.715413428548496,-8.273845201277423e-11,True,0.06265601655155706,43.04335649735426,396,8,True,True
p1f_g004_t1_b1_p0,p1f_g004,train,complete_factorial_2x2x2,1400.0,120.0,4.0,7,28.367223314998547,distributed,partly_aligned,31.550925771044774,24.44397210881852,7.8877314427611935,3.817649754423646,0.18235024604857364,0.9544124386059115,0.04558756151214341,-1.1805492694527686e-10,6.944749703967934e-11,329.89057903845605,327.2693548451142,315.19630264674356,7.829576037932966,163.91850126977036,0.6866067769324674,80.58270668742776,7.142969261000499,83.33579458234259,7.472644759614013,7.47264475873183,-1.180550185036117e-10,True,0.04181939102170418,26.17483126208223,396,8,True,True
p1f_g004_t1_b1_p1,p1f_g004,train,complete_factorial_2x2x2,1400.0,120.0,6.0,7,28.367223314998547,distributed,partly_aligned,47.326388655109156,36.66595816195825,7.887731442518192,5.726474631430034,0.27352536906375313,0.9544124385716724,0.04558756151062552,-8.229787222073052e-11,6.915098033459391e-11,344.83586855621206,340.904032266204,322.7944539693564,7.8295760379567945,163.91850126984656,0.6866067769562753,80.58270668750377,7.14296926100052,83.33579458234277,7.472644759368677,7.4726447587536935,-8.229798677550414e-11,True,0.06272908653812692,39.26224689178212,396,8,True,True
p1f_g005_t0_b0_p0,p1f_g005,train,complete_factorial_2x2x2,1000.0,20.0,4.0,8,30.31375760158937,clustered,partly_aligned,43.59457100271135,38.74640315603163,10.898642750677837,3.929299400214351,0.0707006002663463,0.9823248500535877,0.017675150066586574,-1.20174290657582e-10,6.912711254980634e-11,342.23563560623154,339.28930178116343,335.34639219986,10.748897272609845,597.3872279318657,0.7498369365560132,97.44250233262618,9.999060336053832,499.9447255992395,10.558908901557885,10.558908900288976,-1.2017420981965684e-10,True,0.005863943936731175,39.60263901050971,330,8,True,True
p1f_g005_t0_b0_p1,p1f_g005,train,complete_factorial_2x2x2,1000.0,20.0,6.0,8,30.31375760158937,clustered,partly_aligned,65.3918565020075,58.11960473203441,10.898642750334583,5.8939491001148365,0.10605090039581146,0.9823248500191394,0.017675150065968575,-8.510799703875804e-11,6.960256130080341e-11,363.35345340728486,358.93395266967843,353.01958829793597,10.748897272636864,597.3872279333051,0.749836936583032,97.4425023340682,9.999060336053832,499.94472559923696,10.558908901214144,10.558908900315496,-8.510806138390083e-11,True,0.008795915904499907,59.4039585137408,330,8,True,True
p1f_g005_t0_b1_p0,p1f_g005,train,complete_factorial_2x2x2,1000.0,120.0,4.0,8,30.31375760158937,clustered,partly_aligned,41.74519093965375,33.459144189930015,10.436297734913438,3.7508025667240066,0.24919743375446934,0.9377006416810016,0.062299358438617336,-1.1961898138679317e-10,6.92219840039521e-11,340.3998006766535,337.5043336439268,320.7634448552621,10.770975000142212,162.11964974109188,0.7719593290285122,78.79838698796087,9.9990156711137,83.321262753131,10.099950169163378,10.099950167955233,-1.1961887684215883e-10,True,0.00611561723263776,35.637088591517305,330,8,True,True
p1f_g005_t0_b1_p1,p1f_g005,train,complete_factorial_2x2x2,1000.0,120.0,6.0,8,30.31375760158937,clustered,partly_aligned,62.61778640751584,50.18871628316032,10.436297734585972,5.626203849888469,0.373796150618721,0.9377006416480782,0.062299358436453504,-8.45317057092861e-11,6.934477110881954e-11,360.59970101301195,356.25650046391496,331.14516728181104,10.77097500017054,162.11964974145698,0.7719593290568539,78.79838698832691,9.999015671113687,83.32126275313009,10.099950168835326,10.099950167981559,-8.453178686382722e-11,True,0.009173425848189254,53.455632885462535,330,8,True,True
p1f_g005_t1_b0_p0,p1f_g005,train,complete_factorial_2x2x2,1400.0,20.0,4.0,8,30.31375760158937,clustered,partly_aligned,32.508424811903524,28.03891157192419,8.127106202975881,3.948694125901574,0.05130587457275301,0.9871735314753936,0.012826468643188253,-1.1858180409829444e-10,6.873984601225614e-11,331.1503300128145,328.2012757216267,325.64903033244184,7.888767531646221,607.1493814737053,0.7468429301331255,107.2255316995264,7.141924601513096,499.92384977417885,7.787582503203623,7.7875825022801575,-1.1858182535272272e-10,True,0.005773734043145851,28.801087608471697,330,8,True,True
p1f_g005_t1_b0_p1,p1f_g005,train,complete_factorial_2x2x2,1400.0,20.0,6.0,8,30.31375760158937,clustered,partly_aligned,48.76263721635138,42.05836735638196,8.12710620272523,5.923041188639848,0.07695881185626628,0.9871735314399747,0.012826468642711046,-8.268574482513576e-11,6.93159900409897e-11,346.72549501770874,342.3019135809223,338.47354549723076,7.888767531673819,607.1493814766342,0.7468429301607229,107.22553170246317,7.141924601513096,499.92384977417106,7.787582502951456,7.787582502307535,-8.26856550711046e-11,True,0.00866060106778832,43.20163141120602,330,8,True,True
