sample_id,group_id,split_role,design_block,top_h_W_m2K,bottom_h_W_m2K,package_total_power_W,source_count,total_source_area_mm2,layout_kind,alignment_relation,peak_deltaT_K,mean_deltaT_K,Rth_peak_K_W,top_heat_flux_W,bottom_heat_flux_W,top_heat_fraction,bottom_heat_fraction,energy_balance_relative_error,linear_residual,junction_temperature_K,top_surface_mean_temperature_K,bottom_surface_mean_temperature_K,top_branch_R_ambient_K_W,bottom_branch_R_ambient_K_W,top_internal_R_junction_to_surface_K_W,bottom_internal_R_junction_to_surface_K_W,top_film_R_surface_to_ambient_K_W,bottom_film_R_surface_to_ambient_K_W,effective_R_junction_to_ambient_K_W,parallel_branch_R_effective_K_W,parallel_branch_relative_closure_error,in_30_80_K_window,solver_peak_minus_projected_peak_K,projected_field_cv_rms_deltaT_K,minimum_source_control_volume_count,minimum_source_in_plane_interval_count,all_layers_covered_by_1024_points,all_interfaces_covered_by_1024_points,full_field_idw8_cv_rmse_K,full_field_idw8_cv_relative_rmse,full_field_idw8_max_abs_error_K,max_abs_layer_average_error_K,max_abs_layer_drop_error_K
p1g_g001_t0_b1_p0,p1g_g001,train,complete_factorial_2x2x2,1000.0,120.0,4.0,4,19.001823986192676,clustered,partly_aligned,43.165008769254996,33.43149747577776,10.791252192313749,3.75112241950206,0.24887758097620954,0.937780604875515,0.062219395244052386,-1.195673421383603e-10,6.853066349869005e-11,341.5758558060178,337.5044181891477,320.7344825273563,11.083577435347136,167.0534390560155,1.0853918271775655,83.74146516898895,9.998185608169571,83.31197388702655,10.393963951504446,10.393963950261668,-1.195673114216448e-10,True,0.03470997756789984,35.98368562776376,540,11,True,True,1.1620941937821239,0.034301999654073115,6.813453881477756,0.3676954679490336,3.1760694005795926
p1g_g001_t0_b1_p1,p1g_g001,train,complete_factorial_2x2x2,1000.0,120.0,6.0,4,19.001823986192676,clustered,partly_aligned,64.74751315190503,50.1472462119421,10.79125219198417,5.626683629055572,0.3733163714515909,0.9377806048425953,0.06221939524193182,-8.452714454302661e-11,6.955082748113441e-11,362.36378370705006,356.2566272817466,331.1017237899739,11.083577435384917,167.05343905641428,1.0853918272153738,83.74146516938919,9.998185608169544,83.31197388702509,10.39396395117501,10.393963950296438,-8.452712420782723e-11,True,0.052064966350712893,53.97552843983589,540,11,True,True,1.7431412906217827,0.03430199965424175,10.220180821862868,0.5515432019285527,4.7641041007067315
p1g_g001_t1_b0_p0,p1g_g001,train,complete_factorial_2x2x2,1400.0,20.0,4.0,4,19.001823986192676,clustered,partly_aligned,33.92890533830774,28.004231206258467,8.482226334576936,3.9487853202731835,0.051214680201015175,0.9871963300682959,0.012803670050253794,-1.185496735500724e-10,6.800587601921868e-11,332.3228062406188,328.1988217597443,325.60042476046243,8.185506078203975,631.1238518673416,1.044367861605899,131.25887838743338,7.141138216598076,499.8649734799082,8.080701560154694,8.08070155919673,-1.185496540568273e-10,True,0.03418584005589764,29.13579795687012,540,11,True,True,0.47622211458602404,0.016989135530126858,3.9391358143845423,0.435203376633126,0.6507373576301916
p1g_g001_t1_b0_p1,p1g_g001,train,complete_factorial_2x2x2,1400.0,20.0,6.0,4,19.001823986192676,clustered,partly_aligned,50.89335800595643,42.00634680795862,8.482226334326072,5.9231779801974715,0.07682202029906757,0.987196330032912,0.012803670049844595,-8.275651922999098e-11,6.875433247175353e-11,348.48420935940675,342.2982326381002,338.4006371394644,8.18550607824051,631.1238518677077,1.0443678616424588,131.25887838782546,7.141138216598051,499.86497347988217,8.080701559901124,8.080701559232393,-8.275653339219222e-11,True,0.051278760080549546,43.703696933849976,540,11,True,True,0.7143331718711037,0.016989135530516293,5.9087037215915075,0.6528050649512807,0.9761060364047012
p1g_g001_t1_b1_p0,p1g_g001,train,complete_factorial_2x2x2,1400.0,120.0,4.0,4,19.001823986192676,clustered,partly_aligned,32.942348324565444,24.48266889416888,8.235587081141361,3.81720640950245,0.18279359097005887,0.9543016023756125,0.04569839774251472,-1.1812717470860434e-10,6.833205399306247e-11,331.3475179825307,327.25897275050545,315.2274848018796,8.212162146771794,171.49134067651931,1.071083088891218,88.18708082216905,7.141079057880575,83.30425985435026,7.836879495632672,7.836879494706924,-1.181271662234108e-10,True,0.03452910736865533,26.60650127824561,540,11,True,True,0.9011014583651703,0.03632343358950759,4.9933245226489475,0.3902775966120089,2.332357438915949
p1g_g001_t1_b1_p1,p1g_g001,train,complete_factorial_2x2x2,1400.0,120.0,6.0,4,19.001823986192676,clustered,partly_aligned,49.413522485394026,36.7240033399893,8.235587080899004,5.7258096140482175,0.27419038644617366,0.9543016023413696,0.04569839774102894,-8.239853244162987e-11,6.862802830812608e-11,347.02127697232487,340.8884591242908,322.8412272020775,8.212162146809533,171.49134067672946,1.0710830889289862,88.1870808223765,7.141079057880546,83.30425985435295,7.836879495387478,7.836879494741731,-8.239854343655303e-11,True,0.05179366104903238,39.909751916032555,540,11,True,True,1.3516521875105745,0.0363234335897626,7.489986783715665,0.5854163949227882,3.4985361582538417
p1g_g002_t0_b0_p0,p1g_g002,train,complete_factorial_2x2x2,1000.0,20.0,4.0,5,25.29537463141808,mixed,offset,42.987731336565616,38.673919081833205,10.746932834141404,3.9294904279429477,0.07050957253766751,0.9823726069857369,0.01762739313441688,-1.2015379663443682e-10,6.947955259735627e-11,341.41970556423246,339.2942757320675,335.25439101133526,10.540732016979437,587.4337919451332,0.5408919734352455,87.43939767332408,9.999840043544191,499.99439427180914,10.354926391058115,10.35492638981393,-1.2015393951869032e-10,True,0.013332609724329814,39.34325743053162,612,10,True,True,0.47588114351573985,0.012295498793902583,2.955675082596599,0.48751729343700845,0.8840364430242857
p1g_g002_t0_b0_p1,p1g_g002,train,complete_factorial_2x2x2,1000.0,20.0,6.0,5,25.29537463141808,mixed,offset,64.48159700280542,58.010878620756415,10.746932833800903,5.894235641707713,0.10576435880290308,0.9823726069512855,0.01762739313381718,-8.510265640341667e-11,6.966041091616057e-11,362.12955834428186,358.9414135960344,352.8815865152038,10.540732016998444,587.4337919455764,0.5408919734542145,87.43939767376717,9.99984004354423,499.99439427180926,10.354926390713644,10.354926389832412,-8.51025931861306e-11,True,0.01999891458564207,59.01488614378303,612,10,True,True,0.7138217152624406,0.012295498794132685,4.4335126238964335,0.7312759401569906,1.326054664492176
p1g_g002_t0_b1_p0,p1g_g002,train,complete_factorial_2x2x2,1000.0,120.0,4.0,5,25.29537463141808,mixed,offset,41.143101304520485,33.40094589360412,10.285775326130121,3.7514758795324656,0.24852412094545473,0.9378689698831164,0.06213103023636368,-1.1948009248641256e-10,6.937545968602947e-11,339.594172042658,337.51413026810764,320.7100390449632,10.554292047745347,159.3172199625162,0.5544595890643395,75.98511132784338,9.99983245868101,83.3321086346728,9.898543010664497,9.898543009481818,-1.1948009343125126e-10,True,0.013059356793689858,35.40065677996371,612,10,True,True,1.1774308223005874,0.03478843542621162,7.285545911155282,0.44426962770631917,3.0836266024293195
p1g_g002_t0_b1_p1,p1g_g002,train,complete_factorial_2x2x2,1000.0,120.0,6.0,5,25.29537463141808,mixed,offset,61.71465195483495,50.10141883868068,10.285775325805824,5.627213819101123,0.3727861814054576,0.9378689698501872,0.062131030234242934,-8.443012955439144e-11,6.967090891268783e-11,359.39125806201395,356.2711954001859,331.0650585663843,10.554292047765292,159.31721996266157,0.5544595890842564,75.98511132798906,9.999832458681036,83.3321086346725,9.898543010335658,9.898543009499923,-8.443010611338163e-11,True,0.01958903519209798,53.10098516813186,612,10,True,True,1.7661462333957865,0.03478843542632525,10.928318866343034,0.6664044415630883,4.625439903487688
p1g_g002_t1_b0_p0,p1g_g002,train,complete_factorial_2x2x2,1400.0,20.0,4.0,5,25.29537463141808,mixed,offset,31.90445592144937,27.965906939804086,7.976113980362342,3.9488860965285513,0.0511139039454204,0.9872215241321378,0.0127784759863551,-1.184929168673854e-10,6.918599673142877e-11,330.3353184520889,328.2057023303068,325.55655687413173,7.681993785223781,593.4846707166231,0.5392954037479762,93.49240048382875,7.142698381475805,499.99227023279434,7.583829613022232,7.583829612123602,-1.1849285400896866e-10,True,0.01330684044114605,28.533435265889228,612,10,True,True,0.4224741074984179,0.015094459839482736,2.9624822404825863,0.49222921121776153,0.6441917046482217
p1g_g002_t1_b0_p1,p1g_g002,train,complete_factorial_2x2x2,1400.0,20.0,6.0,5,25.29537463141808,mixed,offset,47.85668388067825,41.94886040825104,7.976113980113041,5.9233291445805465,0.07667085591553438,0.9872215240967578,0.012778475985922397,-8.26801451377553e-11,6.944132234494433e-11,345.50297767661687,342.308553493944,338.3348353098994,7.681993785243063,593.48467071694,0.5392954037672507,93.49240048414687,7.142698381475812,499.99227023279303,7.5838296127694775,7.583829612142445,-8.268021303780777e-11,True,0.019960260660525364,42.80015289736075,612,10,True,True,0.6337111612404487,0.015094459839835319,4.443723360722288,0.7383438168280918,0.9662875569391076
p1g_g002_t1_b1_p0,p1g_g002,train,complete_factorial_2x2x2,1400.0,120.0,4.0,5,25.29537463141808,mixed,offset,30.91864160531094,24.45127408353874,7.729660401327735,3.8175660964821247,0.18243390399042464,0.9543915241205312,0.04560847599760616,-1.1813734712706747e-10,6.856355932595762e-11,329.3637879725598,327.26770235005876,315.20252108782023,7.6917562736159155,160.9557616773964,0.5490633480930656,77.62409604238286,7.142692925522851,83.33166563501355,7.340946993139951,7.340946992272711,-1.1813741502895239e-10,True,0.01309893532732076,25.999006174071727,612,10,True,True,0.8964903903185972,0.03618881776798168,5.3107797863653445,0.46033935134022386,2.266365627597338
p1g_g002_t1_b1_p1,p1g_g002,train,complete_factorial_2x2x2,1400.0,120.0,6.0,5,25.29537463141808,mixed,offset,46.37796240652369,36.67691112402708,7.7296604010872825,5.726349144517622,0.27365085597623645,0.9543915240862703,0.045608475996039406,-8.230970534780131e-11,6.916718719626179e-11,344.045681957373,340.90155352361995,322.803781630947,7.691756273635903,160.95576167756585,0.549063348113034,77.62409604255218,7.142692925522869,83.33166563501365,7.340946992895501,7.34094699229127,-8.230960447501158e-11,True,0.019648402992061165,38.99850925976077,612,10,True,True,1.3447355854387129,0.0361888177681923,7.966169679245695,0.6905090270133201,3.39954844128016
p1g_g003_t0_b0_p0,p1g_g003,train,complete_factorial_2x2x2,1000.0,20.0,4.0,5,25.756910836732054,distributed,offset,43.45551021081741,38.67143786322556,10.863877552704352,3.9294969670563478,0.07050303342462746,0.9823742417640869,0.017625758356156866,-1.202438079661583e-10,6.92778863557908e-11,341.9256826662121,339.29260233701325,335.24967860053874,10.669478311779768,594.6649474456086,0.6700807638417183,94.691018831274,9.99939754793805,499.9739286143347,10.48142066655302,10.481420665292694,-1.2024390528786929e-10,True,0.01847156987651033,39.499861446336254,594,10,True,True,0.4848052068435817,0.01252443060431915,3.07359311605137,0.47952800674926266,0.697733117772998
p1g_g003_t0_b0_p1,p1g_g003,train,complete_factorial_2x2x2,1000.0,20.0,6.0,5,25.756910836732054,distributed,offset,65.1832653141442,58.00715679284614,10.863877552357366,5.894245450377848,0.10575455013334953,0.9823742417296413,0.017625758355558255,-8.519952798824448e-11,6.958698262942744e-11,362.8885239972385,358.93890350345316,352.87451789901223,10.66947831180106,594.6649474461403,0.6700807638630247,94.69101883180697,9.999397547938035,499.9739286143333,10.481420666206418,10.481420665313406,-8.519950826316225e-11,True,0.027707354814310747,59.24979216749069,594,10,True,True,0.7272078102564643,0.01252443060459579,4.610389674089163,0.7192920101260825,1.0465996766238277
p1g_g003_t0_b1_p0,p1g_g003,train,complete_factorial_2x2x2,1000.0,120.0,4.0,5,25.756910836732054,distributed,offset,41.61036000884917,33.39895369467432,10.402590002212293,3.75149892785468,0.2485010726239032,0.93787473196367,0.0621252681559758,-1.1964579327283786e-10,6.957554030988708e-11,340.09992648188774,337.51262203690237,320.70700589675914,10.68904116809095,161.36721688351594,0.6896721803049884,78.0395850221501,9.999368987785962,83.32763186136584,10.024981620471934,10.024981619272486,-1.1964587045845643e-10,True,0.018994951699028206,35.47607925889723,594,10,True,True,1.0938306938120708,0.03231277423744106,7.686678528498305,0.4273482697963118,2.462671602834746
p1g_g003_t0_b1_p1,p1g_g003,train,complete_factorial_2x2x2,1000.0,120.0,6.0,5,25.756910836732054,distributed,offset,62.41554001128526,50.09843054027817,10.402590001880876,5.6272483915844695,0.3727516089229161,0.9378747319307449,0.06212526815381935,-8.456427225134178e-11,6.941264925182107e-11,360.1498897208455,356.26893305337825,331.0605088440604,10.68904116811326,161.36721688378907,0.6896721803272858,78.03958502242367,9.999368987785974,83.32763186136539,10.02498162014092,10.024981619293165,-8.456430900177714e-11,True,0.028492427548655996,53.214118886532496,594,10,True,True,1.6407460406703642,0.03231277423761827,11.53001779237104,0.641022404699072,3.6940074041254434
p1g_g003_t1_b0_p0,p1g_g003,train,complete_factorial_2x2x2,1400.0,20.0,4.0,5,25.756910836732054,distributed,offset,32.367574280707686,27.963407901863636,8.091893570176921,3.948892667918528,0.051107332555821235,0.987223166979632,0.012776833138955309,-1.185872806203081e-10,6.859886878443296e-11,330.83854789579823,328.2040153094225,325.55182880971427,7.8094165856509115,603.4075024775609,0.6671573040663021,103.44345560022373,7.142259281584609,499.9640468773371,7.709636973949557,7.709636973035292,-1.1858730977274152e-10,True,0.018366022521433933,28.70675458659585,594,10,True,True,0.44097535890565687,0.015751070535420797,3.0811376298848927,0.4852252313768304,0.5996236996267612
p1g_g003_t1_b0_p1,p1g_g003,train,complete_factorial_2x2x2,1400.0,20.0,6.0,5,25.756910836732054,distributed,offset,48.55136141953852,41.945111851337494,8.091893569923087,5.923339001665504,0.07666099883111856,0.9872231669442506,0.01277683313851976,-8.277036694925854e-11,6.945711733846139e-11,346.25782184216786,342.3060229626176,338.3277432132646,7.809416585672582,603.4075024781791,0.667157304087967,103.44345560084486,7.142259281584614,499.9640468773343,7.709636973694643,7.709636973056514,-8.277026054544858e-11,True,0.027549033786840482,43.06013187841826,594,10,True,True,0.6614630383531871,0.015751070535841866,4.621706444844506,0.7278378470672919,0.8994355494432398
p1g_g003_t1_b1_p0,p1g_g003,train,complete_factorial_2x2x2,1400.0,120.0,4.0,5,25.756910836732054,distributed,offset,31.381201778451498,24.449226899611862,7.8453004446128745,3.8175895508494886,0.18241044962395042,0.9543973877123721,0.045602612405987605,-1.183597525544755e-10,6.879413516130084e-11,329.8667100322218,327.2661359934175,315.1994544760051,7.82344713448199,163.73354757796906,0.6812083918832097,80.40797874493549,7.14223874259878,83.32556883303359,7.466677508055454,7.4666775071717,-1.1835979283130375e-10,True,0.01875408748992413,26.117180789716038,594,10,True,True,0.8465145897314584,0.034159619921274496,5.629355980705782,0.4468065038423106,1.8078669244300158
p1g_g003_t1_b1_p1,p1g_g003,train,complete_factorial_2x2x2,1400.0,120.0,6.0,5,25.756910836732054,distributed,offset,47.07180266620361,36.67384034812574,7.845300444367268,5.726384326068665,0.27361567442619916,0.9543973876781108,0.04560261240436653,-8.247733977266118e-11,6.914393422049634e-11,344.800065046853,340.899203988658,322.7991817131969,7.8234471345044305,163.73354757838135,0.6812083919056588,80.40797874534871,7.142238742598772,83.32556883303262,7.466677507808829,7.4666775071929985,-8.247723852448522e-11,True,0.028131131239490514,39.17577118322374,594,10,True,True,1.269771884563769,0.03415961992157741,8.44403397078554,0.6702097557673596,2.711800386550806
p1g_g004_t0_b0_p0,p1g_g004,train,complete_factorial_2x2x2,1000.0,20.0,4.0,8,32.380941902950454,distributed,partly_aligned,43.429655659535,38.74075210590661,10.85741391488375,3.929314293241508,0.07068570723937839,0.982328573310377,0.017671426809844598,-1.2022163820013532e-10,6.977111251357274e-11,341.8385274818485,339.29367630283025,335.3435117807783,10.647793574011502,591.895152723896,0.6476578326644458,91.88584163237861,10.000135741347055,500.00931109151736,10.459631870462118,10.459631869204644,-1.20221642635276e-10,True,0.049409185851857274,39.52439139810348,324,8,True,True,0.44116919942551,0.011378456574823222,2.3533415101028368,0.42727344678615964,0.7322460769359509
p1g_g004_t0_b0_p1,p1g_g004,train,complete_factorial_2x2x2,1000.0,20.0,6.0,8,32.380941902950454,distributed,partly_aligned,65.14448348724699,58.111128156848395,10.857413914541164,5.893971439655605,0.10602856085536376,0.9823285732759341,0.017671426809227293,-8.516144039960594e-11,6.997414165037794e-11,362.7577912207025,358.9405144521789,353.0152676693154,10.647793574033592,591.895152725047,0.6476578326865178,91.88584163353026,10.000135741347075,500.00931109151674,10.459631870117079,10.459631869226321,-8.516147612955749e-11,True,0.07411377877656378,59.286587095129136,324,8,True,True,0.661753799130789,0.01137845657508836,3.5300122651609627,0.6409101701808595,1.0983691153692803
p1g_g004_t0_b1_p0,p1g_g004,train,complete_factorial_2x2x2,1000.0,120.0,4.0,8,32.380941902950454,distributed,partly_aligned,41.58083642739871,33.4546068968038,10.395209106849677,3.75085505997146,0.2491449405063027,0.937713764992865,0.062286235126575676,-1.1944063793567494e-10,6.947507900999127e-11,340.0037451766532,337.5090839375269,320.76258630311395,10.66523353663193,160.56414830403187,0.6650913456371383,77.22877628756216,10.000142190994792,83.3353720164697,10.000936294163296,10.000936292968778,-1.1944064305051074e-10,True,0.048592445707811294,35.56819157757511,324,8,True,True,1.034773653690405,0.030524888369865298,5.875508771619764,0.3787037425453832,2.5996690319826143
p1g_g004_t0_b1_p1,p1g_g004,train,complete_factorial_2x2x2,1000.0,120.0,6.0,8,32.380941902950454,distributed,partly_aligned,62.371254639130996,50.18191034348741,10.395209106521833,5.626282589759626,0.3737174107469511,0.9377137649599376,0.06228623512449185,-8.442948192429374e-11,6.957192828311013e-11,360.0056177630028,356.2636259043147,331.14387945362904,10.665233536655055,160.56414830411367,0.6650913456602553,77.22877628764381,10.0001421909948,83.33537201646986,10.000936293833803,10.00093629298943,-8.442944092755832e-11,True,0.07288866856112008,53.35228736455309,324,8,True,True,1.552160480487924,0.030524888369974218,8.813263157128688,0.5680556138191832,3.899503547840709
p1g_g004_t1_b0_p0,p1g_g004,train,complete_factorial_2x2x2,1400.0,20.0,4.0,8,32.380941902950454,distributed,partly_aligned,32.34432019531545,28.03321993770581,8.086080048828862,3.94870909243952,0.05129090803480071,0.98717727310988,0.012822727008700177,-1.1858019254018526e-10,6.891892390034841e-11,330.7544701217561,328.20559690130983,325.64611204258813,7.788487174363092,599.6086109625769,0.6454953152478491,99.59578168711685,7.142991859115243,500.0128292754601,7.688617530439032,7.688617529527314,-1.1858020102417257e-10,True,0.049446157822387704,28.718468903168233,324,8,True,True,0.3978193426749471,0.014178041920588094,2.362117765793357,0.43281987126346166,0.5306380482131772
p1g_g004_t1_b0_p1,p1g_g004,train,complete_factorial_2x2x2,1400.0,20.0,6.0,8,32.380941902950454,distributed,partly_aligned,48.516480291467815,42.04982990508446,8.08608004857797,5.923063638446936,0.0769363620495018,0.9871772730744893,0.0128227270082503,-8.273966234373376e-11,6.92841955189716e-11,346.131705181113,342.30839535044817,338.46916806253256,7.788487174385483,599.6086109638414,0.6454953152702082,99.59578168838092,7.142991859115275,500.0128292754605,7.688617530185496,7.688617529549341,-8.273985876881141e-11,True,0.0741692367290625,43.07770335326684,324,8,True,True,0.5967290140076829,0.014178041920972282,3.5431766486975675,0.6492298068967557,0.7959570723226648
p1g_g004_t1_b1_p0,p1g_g004,train,complete_factorial_2x2x2,1400.0,120.0,4.0,8,32.380941902950454,distributed,partly_aligned,31.35536822916248,24.506416138862075,7.83884205729062,3.816934339865714,0.1830656606066236,0.9542335849664285,0.0457664151516559,-1.1808441724436847e-10,6.887878265278706e-11,329.7760836956594,327.26434863612985,315.25597954008356,7.801046872791363,162.6524799735273,0.6580503712877358,79.3163726471729,7.142996501503627,83.33610732635442,7.444020923914849,7.444020923035826,-1.180844446213047e-10,True,0.04883663720988807,26.174110025364936,324,8,True,True,0.7954309302629964,0.03203635231678051,4.306531485873677,0.3951818201036872,1.9073959645751302
