sample_id,group_id,split_role,design_block,top_h_W_m2K,bottom_h_W_m2K,package_total_power_W,source_count,total_source_area_mm2,layout_kind,alignment_relation,peak_deltaT_K,mean_deltaT_K,Rth_peak_K_W,top_heat_flux_W,bottom_heat_flux_W,top_heat_fraction,bottom_heat_fraction,energy_balance_relative_error,linear_residual,junction_temperature_K,top_surface_mean_temperature_K,bottom_surface_mean_temperature_K,top_branch_R_ambient_K_W,bottom_branch_R_ambient_K_W,top_internal_R_junction_to_surface_K_W,bottom_internal_R_junction_to_surface_K_W,top_film_R_surface_to_ambient_K_W,bottom_film_R_surface_to_ambient_K_W,effective_R_junction_to_ambient_K_W,parallel_branch_R_effective_K_W,parallel_branch_relative_closure_error,in_30_80_K_window,solver_peak_minus_projected_peak_K,projected_field_cv_rms_deltaT_K,minimum_source_control_volume_count,minimum_source_in_plane_interval_count,all_layers_covered_by_1024_points,all_interfaces_covered_by_1024_points,full_field_idw8_cv_rmse_K,full_field_idw8_cv_relative_rmse,full_field_idw8_max_abs_error_K,max_abs_layer_average_error_K,max_abs_layer_drop_error_K
p1g_v1_g001_t0_b1_p0,p1g_v1_g001,train,complete_factorial_2x2x2,1000.0,120.0,4.0,4,19.001823986192676,clustered,partly_aligned,43.208012570328265,33.43149747576902,10.802003142582066,3.7511224195021353,0.2488775809759349,0.9377806048755338,0.062219395243983726,-1.1951755557459975e-10,6.885169397135467e-11,341.61261120752556,337.5044069916232,320.73447537427944,11.093375942939383,167.2011237185292,1.0951933198830635,83.8891785727575,9.99818262305632,83.31194514577169,10.40315280188139,10.403152800638031,-1.1951753637190706e-10,True,0.03704813941328666,35.989086868510654,540,11,True,True,1.1623918857799793,0.03431074110104598,6.812171299943827,0.3687058297456929,3.1758902599423777
p1g_v1_g001_t0_b1_p1,p1g_v1_g001,train,complete_factorial_2x2x2,1000.0,120.0,6.0,4,19.001823986192676,clustered,partly_aligned,64.81201885352141,50.14724621193115,10.802003142253568,5.626683629055668,0.37331637145126095,0.9377806048426113,0.06221939524187683,-8.448813870742811e-11,6.92872072851507e-11,362.41891680931076,356.2566104854597,331.1017130603652,11.09337594297737,167.2011237188937,1.095193319921078,83.88917857312403,9.998182623056294,83.31194514576967,10.403152801551792,10.40315280067285,-8.44881505884423e-11,True,0.055572209122431104,53.98363030095711,540,11,True,True,1.7435878286181838,0.03431074110120626,10.218256949560896,0.5530587446236268,4.7638353897503976
p1g_v1_g001_t1_b0_p0,p1g_v1_g001,train,complete_factorial_2x2x2,1400.0,20.0,4.0,4,19.001823986192676,clustered,partly_aligned,33.9719073708597,28.004231206304446,8.492976842714924,3.948785320273277,0.051214680201269444,0.9871963300683193,0.012803670050317361,-1.1863666646294568e-10,6.832726335903671e-11,332.35955710993255,328.1988106004992,325.6004153323054,8.194812957745977,631.8414365326929,1.0536775671424463,131.9766471461759,7.141135390603531,499.86478938651703,8.089889277483138,8.089889276523381,-1.1863657036877892e-10,True,0.03652614860078529,29.141036821227328,540,11,True,True,0.47724653138634615,0.017025647785036707,4.088713836919737,0.43616824430358747,0.6505118020979239
p1g_v1_g001_t1_b0_p1,p1g_v1_g001,train,complete_factorial_2x2x2,1400.0,20.0,6.0,4,19.001823986192676,clustered,partly_aligned,50.957861054777766,42.006346807987114,8.49297684246296,5.9231779801974245,0.07682202029922695,0.9871963300329041,0.012803670049871159,-8.277523805277909e-11,6.875682074404162e-11,348.5393356633767,342.2982158992311,338.40062299711803,8.19481295778298,631.8414365348983,1.0536775671794978,131.97664714840448,7.141135390603482,499.86478938649384,8.089889277229446,8.089889276559804,-8.277518969483876e-11,True,0.05478922290342325,43.71155523035956,540,11,True,True,0.7158697970741986,0.017025647785505336,6.133070755396034,0.6542523664562054,0.9757677031133767
p1g_v1_g001_t1_b1_p0,p1g_v1_g001,train,complete_factorial_2x2x2,1400.0,120.0,4.0,4,19.001823986192676,clustered,partly_aligned,32.98535005158857,24.482668894165965,8.246337512897142,3.8172064095025213,0.1827935909699836,0.9543016023756303,0.0456983977424959,-1.181262310190334e-10,6.876646503732251e-11,331.3842681881301,327.2589615917939,315.22747765219555,8.221789660103878,171.69238823741728,1.0807135254899234,88.38816749646124,7.141076134613955,83.30422074095605,7.84606704703252,7.846067046105693,-1.181262675808377e-10,True,0.036869939948985575,26.612038459445625,540,11,True,True,0.9015512141701931,0.03634147320899602,4.992046198114792,0.39127284135355467,2.3321772094259927
p1g_v1_g001_t1_b1_p1,p1g_v1_g001,train,complete_factorial_2x2x2,1400.0,120.0,6.0,4,19.001823986192676,clustered,partly_aligned,49.478025075929224,36.72400333997789,8.24633751265487,5.725809614048245,0.27419038644583704,0.9543016023413742,0.04569839774097284,-8.234701809328726e-11,6.894654135059548e-11,347.0764022807241,340.8884423862228,322.8412164775321,8.2217896601421,171.69238823777457,1.080713525528196,88.38816749681835,7.141076134613905,83.30422074095623,7.84606704678735,7.846067046141249,-8.234711055436495e-11,True,0.0553049099277132,39.918057687829226,540,11,True,True,1.3523268212184063,0.0363414732092651,7.488069296914432,0.5869092620339416,3.4982658140191347
p1g_v1_g002_t0_b0_p0,p1g_v1_g002,train,complete_factorial_2x2x2,1000.0,20.0,4.0,5,25.29537463141808,mixed,offset,45.40467864157364,38.673919081833105,11.35116966039341,3.929490427942783,0.07050957253767318,0.9823726069856957,0.017627393134418294,-1.2011402289457962e-10,6.962997498825175e-11,342.63617858312057,339.294060918885,335.2542608059238,10.850307276468417,604.6863858143532,0.8505218998549049,104.69383817711557,9.999785376613511,499.9925476372377,10.659044645780142,10.659044644499843,-1.201138166133451e-10,True,0.03617741323722612,39.67415584298751,612,10,True,True,0.5032232366728725,0.01299842927632712,3.492841962963496,0.41112910852893947,0.9064856042504061
p1g_v1_g002_t0_b0_p1,p1g_v1_g002,train,complete_factorial_2x2x2,1000.0,20.0,6.0,5,25.29537463141808,mixed,offset,68.10701796032072,58.01087862075606,11.351169660053452,5.894235641707447,0.10576435880290963,0.9823726069512412,0.01762739313381827,-8.505948723147583e-11,6.96708691334822e-11,363.9542678726198,358.9410913762603,352.8813912070857,10.850307276499297,604.6863858154493,0.8505218998857814,104.69383817821155,9.999785376613517,499.99254763723775,10.659044645436637,10.659044644529985,-8.505945523157603e-11,True,0.05426611985637919,59.51123376246909,612,10,True,True,0.754834854998372,0.01299842927658523,5.2392629444455,0.6166936627948303,1.3597284063309871
p1g_v1_g002_t0_b1_p0,p1g_v1_g002,train,complete_factorial_2x2x2,1000.0,120.0,4.0,5,25.29537463141808,mixed,offset,43.55911303108883,33.400945893602646,10.889778257772207,3.7514758795323315,0.24852412094543788,0.9378689698830829,0.06213103023635947,-1.194423518424692e-10,6.961939071306303e-11,340.80994717086026,337.5139154614268,320.7099386504782,10.878371201455712,164.20920036095754,0.878596002020505,80.8774956890197,9.999775199435208,83.33170467193786,10.202486792715064,10.202486791496455,-1.194423710901672e-10,True,0.036426241264052805,35.74900533412326,612,10,True,True,1.1983799152733678,0.035395936357278765,7.1887483825209415,0.36984584085320193,3.12713061787764
p1g_v1_g002_t0_b1_p1,p1g_v1_g002,train,complete_factorial_2x2x2,1000.0,120.0,6.0,5,25.29537463141808,mixed,offset,65.33866954468948,50.10141883867804,10.889778257448247,5.627213819100884,0.3727861814054234,0.9378689698501473,0.06213103023423724,-8.438461041038181e-11,6.926792845088248e-11,361.2149207543228,356.27087319016425,331.06490797465614,10.87837120148808,164.20920036128848,0.8785960020528439,80.87749568935078,9.999775199435234,83.3317046719377,10.202486792387134,10.202486791526201,-8.438458936695834e-11,True,0.05463936189892138,53.62350799937332,612,10,True,True,1.7975698728551224,0.0353959363574164,10.783122573383253,0.554768761281025,4.690695926659771
p1g_v1_g002_t1_b0_p0,p1g_v1_g002,train,complete_factorial_2x2x2,1400.0,20.0,4.0,5,25.29537463141808,mixed,offset,34.31388506074728,27.965906939806644,8.57847126518682,3.9488860965284145,0.05111390394544098,0.9872215241321036,0.012778475986360244,-1.1846386718805668e-10,6.904963445573971e-11,331.54856683277706,328.2054880669497,325.5564267221618,7.989231915428595,617.2208420325715,0.8465877931415471,117.23111811242725,7.142644122287049,499.9897239201442,7.887141708194264,7.887141707259922,-1.1846389067579638e-10,True,0.03589370376448642,28.872177711196368,612,10,True,True,0.451337057472793,0.01611741647726045,3.4993278602643727,0.4162735877460477,0.664989384093758
p1g_v1_g002_t1_b0_p1,p1g_v1_g002,train,complete_factorial_2x2x2,1400.0,20.0,6.0,5,25.29537463141808,mixed,offset,51.470827589628925,41.94886040825077,8.578471264938154,5.923329144580295,0.07667085591554071,0.9872215240967158,0.012778475985923451,-8.263930743416618e-11,6.941976765680607e-11,347.3228502476545,342.3082320989081,338.3346400819323,7.989231915459872,617.2208420339607,0.8465877931728102,117.23111811381695,7.142644122287061,499.9897239201438,7.887141707942419,7.887141707290632,-8.26391984443899e-11,True,0.053840555641386345,43.30826656532165,612,10,True,True,0.6770055862024141,0.016117416477659123,5.248991790402613,0.6244103816204074,0.9974840761066162
p1g_v1_g002_t1_b1_p0,p1g_v1_g002,train,complete_factorial_2x2x2,1400.0,120.0,4.0,5,25.29537463141808,mixed,offset,33.32699893671497,24.451274083538596,8.331749734178743,3.817566096481968,0.18243390399045045,0.954391524120492,0.04560847599761261,-1.1810460942562884e-10,6.877037179972345e-11,330.57634279531015,327.26748809318315,315.20242073451715,8.00938137613057,167.60230487042958,0.866744574553992,84.27118931576314,7.142636801576578,83.33111555466643,7.6440856988275385,7.644085697924735,-1.1810479384046948e-10,True,0.036062151095848094,26.35532186835428,612,10,True,True,0.9184167828018085,0.03705168457043894,5.240963914246095,0.3815595421496596,2.304380734473966
p1g_v1_g002_t1_b1_p1,p1g_v1_g002,train,complete_factorial_2x2x2,1400.0,120.0,6.0,5,25.29537463141808,mixed,offset,49.99049840363381,36.6769111240259,8.331749733938969,5.726349144517427,0.2736508559762313,0.9543915240862378,0.045608475996038546,-8.227642641263817e-11,6.959944479118808e-11,345.8645141915044,340.90123213830685,322.80363110098864,8.009381376162926,167.6023048708756,0.8667445745863264,84.27118931620942,7.142636801576599,83.33111555466617,7.644085698584064,7.644085697955137,-8.227630581273232e-11,True,0.05409322664161209,39.5329828011871,612,10,True,True,1.3776251741637446,0.037051684570685264,7.861445871155809,0.5723393132275874,3.456571101594534
p1g_v1_g003_t0_b0_p0,p1g_v1_g003,train,complete_factorial_2x2x2,1000.0,20.0,4.0,5,25.756910836732054,distributed,offset,45.392606630612704,38.67143786324592,11.348151657653176,3.9294969670564908,0.07050303342473623,0.9823742417641227,0.017625758356184056,-1.203067472033137e-10,6.958307300015255e-11,343.580484880987,339.29537967671746,335.25154112139626,11.090601480634884,618.1363093761104,1.0904971400141912,118.13596316365737,10.000104340620693,500.000346212453,10.89512122024675,10.895121218935994,-1.203066878952417e-10,True,0.054534185747172614,39.9784678186675,594,10,True,True,0.516927278001538,0.01334926110906047,3.4162950928741793,0.4054320289575344,0.6995861014244724
p1g_v1_g003_t0_b0_p1,p1g_v1_g003,train,complete_factorial_2x2x2,1000.0,20.0,6.0,5,25.756910836732054,distributed,offset,68.08890994384086,58.007156792864265,11.34815165730681,5.894245450377987,0.10575455013344376,0.9823742417296645,0.01762575835557396,-8.523847368676248e-11,6.967512860124156e-11,365.37072731939696,358.9430695130088,352.87731168026414,11.090601480670415,618.1363093778049,1.090497140049698,118.1359631653514,10.000104340620718,500.00034621245345,10.895121219899494,10.895121218970809,-8.523858211074921e-11,True,0.08180127861879782,59.96770172597979,594,10,True,True,0.7753909169948237,0.013349261109392477,5.124442639326901,0.6081480434369269,1.0493791521016647
p1g_v1_g003_t0_b1_p0,p1g_v1_g003,train,complete_factorial_2x2x2,1000.0,120.0,4.0,5,25.756910836732054,distributed,offset,43.547182360527756,33.398953694675846,10.886795590131939,3.7514989278547635,0.2485010726239328,0.9378747319636909,0.0621252681559832,-1.1967406926549629e-10,6.913690169049713e-11,341.7537776949575,337.5153992809617,320.7084369586765,11.129891943973906,168.022525030084,1.129782653681699,84.68913439311305,10.000109290292206,83.33339063697098,10.43844442373937,10.438444422490159,-1.1967401100199995e-10,True,0.055580954350659795,35.986330756651846,594,10,True,True,1.114879892639197,0.03291980821616354,7.861125438196154,0.3861969183245719,2.464810840637597
p1g_v1_g003_t0_b1_p1,p1g_v1_g003,train,complete_factorial_2x2x2,1000.0,120.0,6.0,5,25.756910836732054,distributed,offset,65.32077353880874,50.098430540277384,10.886795589801457,5.627248391584573,0.3727516089228651,0.9378747319307621,0.06212526815381084,-8.45729412427924e-11,6.940639555019876e-11,362.6306665404467,356.2730989194669,331.06265543692854,11.129891944011131,168.022525030622,1.129782653718896,84.68913439365107,10.000109290292235,83.33339063697093,10.438444423407788,10.438444422524979,-8.457280195839871e-11,True,0.08337143152624549,53.97949613316361,594,10,True,True,1.6723198389117109,0.03291980821637585,11.79168815691446,0.5792953774885632,3.697216260829407
p1g_v1_g003_t1_b0_p0,p1g_v1_g003,train,complete_factorial_2x2x2,1400.0,20.0,4.0,5,25.756910836732054,distributed,offset,34.300382970272324,27.963407901891596,8.575095742568081,3.948892667918659,0.0511073325559752,0.9872231669796647,0.0127768331389938,-1.18658523978743e-10,6.921742299192667e-11,332.48754161489524,328.2067848821914,325.55369054524505,8.227000414275233,635.6728083844588,1.0840397784121283,135.67233355518803,7.142960635863104,500.00047482927073,8.121885403723809,8.121885402760078,-1.1865846178421025e-10,True,0.054171543076563466,29.195550597715165,594,10,True,True,0.4749389618781815,0.01695215330903891,3.42303725889019,0.4075654625214611,0.5075624669915442
p1g_v1_g003_t1_b0_p1,p1g_v1_g003,train,complete_factorial_2x2x2,1400.0,20.0,6.0,5,25.756910836732054,distributed,offset,51.45057445387732,41.94511185136485,8.575095742312888,5.923339001665607,0.07666099883127175,0.9872231669442678,0.012776833138545293,-8.281307121530783e-11,6.919142418482281e-11,348.73131242080945,342.3101773217703,338.33053581652206,8.227000414311336,635.6728083867705,1.0840397784481945,135.67233355749957,7.142960635863142,500.0004748292709,8.12188540346824,8.121885402795641,-8.281325335904081e-11,True,0.08125731461359464,43.79332589508854,594,10,True,True,0.7124084428132089,0.01695215330953616,5.134555888349098,0.6113481937829874,0.7613437004617367
p1g_v1_g003_t1_b1_p0,p1g_v1_g003,train,complete_factorial_2x2x2,1400.0,120.0,4.0,5,25.756910836732054,distributed,offset,33.31359636990237,24.44922689961535,8.328399092475593,3.817589550849555,0.1824104496240399,0.9543973877123888,0.045602612406009976,-1.1839877689379108e-10,6.914997010259902e-11,331.5147603271753,327.2689054708336,315.2008849328113,8.255146318745052,172.76839343430873,1.1121821242927543,89.43498263387865,7.142964194452298,83.3334108004301,7.87869008179382,7.878690080860993,-1.1839876161825932e-10,True,0.05493730099090044,26.63753339723531,594,10,True,True,0.8705929364492261,0.035102115797372886,5.802913140155226,0.3933846811564763,1.8104810402406883
p1g_v1_g003_t1_b1_p1,p1g_v1_g003,train,complete_factorial_2x2x2,1400.0,120.0,6.0,5,25.756910836732054,distributed,offset,49.970394553375456,36.67384034812825,8.328399092229242,5.7263843260688185,0.2736156744262592,0.9543973876781364,0.04560261240437654,-8.251295942803456e-11,6.917932716762265e-11,347.2721404892803,340.90335820478253,322.8013273984002,8.255146318782407,172.7683934350784,1.1121821243300885,89.43498263464834,7.1429641944523175,83.33341080043007,7.878690081546712,7.878690080896619,-8.251286772124003e-11,True,0.08240595148532748,39.956300094502794,594,10,True,True,1.3058894046411178,0.03510211579772863,8.704369709950186,0.5900770217362492,2.7157215602658766
p1g_v1_g004_t0_b0_p0,p1g_v1_g004,train,complete_factorial_2x2x2,1000.0,20.0,4.0,8,32.380941902950454,distributed,partly_aligned,43.405906455592515,38.740752105909756,10.851476613898129,3.929314293241494,0.0706857072393968,0.9823285733103735,0.0176714268098492,-1.202226859731148e-10,6.905862557839275e-11,341.8351034953288,339.29368199345816,335.3435204756706,10.64692217858115,591.8467131359749,0.6467849889844435,91.83727903680241,10.000137189596707,500.0094340991725,10.458775873832195,10.458775872574812,-1.2022282012700914e-10,True,0.018924025901071673,39.52027227518883,324,8,True,True,0.4408611224168876,0.011370523458924916,2.500481946124637,0.4329683471360113,0.7383240976018897
p1g_v1_g004_t0_b0_p1,p1g_v1_g004,train,complete_factorial_2x2x2,1000.0,20.0,6.0,8,32.380941902950454,distributed,partly_aligned,65.1088596813313,58.11112815685267,10.851476613555215,5.89397143965555,0.1060285608553902,0.9823285732759249,0.0176714268092317,-8.515666875356469e-11,6.97568906054537e-11,362.75265524092237,358.9405229881204,353.0152807116533,10.646922178603177,591.8467131371254,0.6467849890064548,91.83727903795311,10.000137189596721,500.00943409917227,10.458775873487062,10.458775872596426,-8.515672694227733e-11,True,0.028386038848907447,59.28040841075678,324,8,True,True,0.6612916836179787,0.01137052345919199,3.7507229191957663,0.6494525207061201,1.1074861463681032
p1g_v1_g004_t0_b1_p0,p1g_v1_g004,train,complete_factorial_2x2x2,1000.0,120.0,4.0,8,32.380941902950454,distributed,partly_aligned,41.55710122434692,33.45460689680319,10.38927530608673,3.750855059971478,0.2491449405062799,0.9377137649928695,0.06228623512656997,-1.194394860792869e-10,6.930346656018497e-11,340.0003231932669,337.50908962765146,320.76259287163214,10.664321215752626,160.55041339384005,0.6641775077372366,77.21501501311798,10.00014370801539,83.33539838072208,10.00008079831673,10.000080797122326,-1.1943949247343914e-10,True,0.018718853173822936,35.56379582211424,324,8,True,True,1.0334786749959437,0.030486729743432472,5.8790058850294145,0.38217858493334234,2.6150490502697608
p1g_v1_g004_t0_b1_p1,p1g_v1_g004,train,complete_factorial_2x2x2,1000.0,120.0,6.0,8,32.380941902950454,distributed,partly_aligned,62.33565183455323,50.18191034348554,10.389275305758872,5.626282589759661,0.37371741074689374,0.9377137649599435,0.06228623512448229,-8.442584594388809e-11,6.949262069689542e-11,360.00048478792314,356.2636344395018,331.14388930640433,10.664321215775653,160.55041339393057,0.6641775077602295,77.2150150132085,10.000143708015424,83.33539838072207,10.00008079798719,10.000080797142925,-8.442582808363356e-11,True,0.028078279758915414,53.34569373136123,324,8,True,True,1.5502180124462646,0.030486729743541212,8.81850882724035,0.5732678774049305,3.9225735752702917
p1g_v1_g004_t1_b0_p0,p1g_v1_g004,train,complete_factorial_2x2x2,1400.0,20.0,4.0,8,32.380941902950454,distributed,partly_aligned,32.32064123748597,28.033219937707866,8.080160309371493,3.948709092439526,0.05129090803481172,0.9871772731098815,0.01282272700870293,-1.1858438883627365e-10,6.880252252822056e-11,330.75105877260773,328.2056025581254,325.6461207333541,7.78762325932945,599.542101140745,0.6446299676408264,99.52910242471913,7.142993291688623,500.0129987160258,7.687764693151934,7.687764692240284,-1.18584459723539e-10,True,0.018936956424568052,28.714305227007664,324,8,True,True,0.3976631451118442,0.014172505181560918,2.5056102256442045,0.43849072136168843,0.5348190761406499
p1g_v1_g004_t1_b0_p1,p1g_v1_g004,train,complete_factorial_2x2x2,1400.0,20.0,6.0,8,32.380941902950454,distributed,partly_aligned,48.48096185472315,42.04982990508805,8.080160309120524,5.923063638446912,0.07693636204952146,0.9871772730744853,0.012822727008253577,-8.273894301173239e-11,6.934761765987541e-11,346.12658815739024,342.30840383567124,338.4691810986832,7.787623259351829,599.5421011419808,0.644629967663182,99.52910242595352,7.142993291688647,500.0129987160272,7.687764692898374,7.687764692262297,-8.273887069691435e-11,True,0.028405434636169957,43.071457839026195,324,8,True,True,0.5964947176629977,0.014172505181944023,3.758415338468751,0.6577360820441527,0.8022286142139023
p1g_v1_g004_t1_b1_p0,p1g_v1_g004,train,complete_factorial_2x2x2,1400.0,120.0,4.0,8,32.380941902950454,distributed,partly_aligned,31.33170318497514,24.506416138862676,7.832925796243785,3.816934339865748,0.18306566060663826,0.954233584966437,0.045766415151659565,-1.1809651867533688e-10,6.877691980431216e-11,329.77267434000316,327.2643542924436,315.25598610543,7.800153654477156,162.63385629693326,0.657155671073916,79.29771310724327,7.14299798340324,83.33614318968999,7.443168585000791,7.4431685841217785,-1.180965348789996e-10,True,0.018783839466436802,26.169668563951756,324,8,True,True,0.7944361916342366,0.0319963707130864,4.310018744327067,0.40101527785895996,1.9193885853608208
