sample_id,role,driver_category,input_fingerprint,full_fingerprint,provenance_source_id,grid_shape,bottom_node_count,bottom_q_nonzero_count,bottom_mask_matches_bc,bottom_mask_matches_metadata,bottom_temperature_label_pass,is_clean_role,is_hard_role,P_array_W,P_bottom_W,P_operator_W,P_identity_error_W,bottom_q_abs_max_W_m3,bottom_temperature_label_max_abs_error_K,T_bottom_K,T_inf_K,T_inf_minus_T_bottom_K,cv_weight_sum_m3,Lx_m,Ly_m,Lz_m,top_area_m2,s_y_cv_rms_deltaT_K,target_cv_mean_deltaT_K,target_max_deltaT_K,q_operator_cv_rms_W_m3,q_active_cv_fraction,q_rms_to_mean_concentration,source_z_centroid_m,source_z_centroid_normalized,harmonic_kx_W_mK,harmonic_ky_W_mK,harmonic_kz_W_mK,anisotropy_xy_over_z,top_h_W_m2K,R_top_K_W,R_z_K_W,R_series_K_W,R_centroid_bottom_K_W,R_centroid_top_K_W,operator_1d_face_conductance_min_W_K,operator_1d_face_conductance_max_W_K,operator_1d_top_robin_conductance_W_K,raw_constant_unitless,pred_constant_K,log_residual_constant,raw_power_only_W,pred_power_only_K,log_residual_power_only,raw_q_rms_lz2_over_kz_K,pred_q_rms_lz2_over_kz_K,log_residual_q_rms_lz2_over_kz,raw_legacy_p_array_r_series_K,pred_legacy_p_array_r_series_K,log_residual_legacy_p_array_r_series,raw_source_centroid_two_path_K,pred_source_centroid_two_path_K,log_residual_source_centroid_two_path,raw_legacy_z_collapsed_1d_K,pred_legacy_z_collapsed_1d_K,log_residual_legacy_z_collapsed_1d,raw_z_collapsed_1d_operator_K,pred_z_collapsed_1d_operator_K,log_residual_z_collapsed_1d_operator,selected_or_best_physics_candidate,selected_or_best_physics_prediction_K,selected_or_best_physics_log_residual
sample_0010,train,source_driven,3136333c5d4e2950fb61372b558c1a3dbfe808f4097b688a4b224d7f4e5f6646,498f392e6a81867cdb27d60edf182fa7c0878b3221b96a035d29a6e1ce37bcc9,sample_0010,16x16x4,256,0,1,1,1,1,0,0.34084269240842457,0,0.34084269240842457,0,0,0,300,300,0,2.0000000000000004e-07,0.01,0.01,0.002,0.0001,0.39286621752689588,0.31488063052681203,0.78448868279872386,2546613.923676034,0.5007407407407406,1.4943045459953597,0.0010351292282483799,0.51756461412418997,7.8434704928802796,7.8434704928802796,7.2167769602436875,1.0868384233140316,529.09818470816367,18.900083744410747,2.7713202320339776,21.671403976444726,1.4924947251176972,20.18285663466726,1.566787668045321,1.8311272934860219,0.052909818470816369,1,0.34961547520982422,-0.11663523222187473,0.34084269240842457,0.18806325449879421,-0.73669077415798134,1.4114965379725648,0.14348047987965817,-1.0072701432641458,7.386539679602059,0.26619082502756558,-0.38925570159380363,0.47367807296537412,0.33069615675901726,-0.17226914211073635,0.3030570312242567,0.32437236579055023,-0.19157700748763143,0.25033603794912401,0.60344379849998164,0.42918376977111039,z_collapsed_1d_operator,0.60344379849998164,0.42918376977111039
sample_0011,train,source_driven,23bbfda11c844ff8f5fe8d8ae92ed5b0855755a5e26049ebfc506f9ba83e96ac,93f4efa0ffe13a676ece6179c5a03f277f79178a731838165f0efaf3b708da2b,sample_0011,16x16x4,256,0,1,1,1,1,0,0.86416438633625869,0,0.86416438633625869,0,0,0,300,300,0,2.0000000000000004e-07,0.01,0.01,0.002,0.0001,1.478341519274267,0.57790450474949373,8.7296092661649709,22708883.150431883,0.037037037037037021,5.255685957323295,0.00066666666666666664,0.33333333333333331,5.6808047340104828,5.6808047340104828,5.6086856933941993,1.0128584564296808,1558.1389509647954,6.4179128528993044,3.5658978044634608,9.9838106573627652,1.220818738876233,8.8063085686433169,7.3977483766056773,7.6063006315485087,0.15581389509647955,1,0.34961547520982422,-1.4418422350610642,0.86416438633625869,0.37366243713563008,-1.3753233279918389,16.195511313588465,0.86490125591817546,-0.53606079792927208,8.627653610017294,0.29127044875491548,-1.6244239306044952,0.92654159574172446,0.58999142487075873,-0.91856814066029735,0.58483321420156875,0.57691607811108403,-0.94097933262192357,0.10008452161216645,0.27121667789787579,-1.6957580924881022,z_collapsed_1d_operator,0.27121667789787579,-1.6957580924881022
sample_0012,train,source_driven,a4ecc2f8c1467734c87d190d7240f450596b86780c9225b866bbfc5258f2719d,a8c1726d6a0d73914dfd31c024d33119edf87bd373bbe5c40b8b82f7902a37e9,sample_0012,16x16x4,256,0,1,1,1,1,0,1.1749724034080034,0,1.1749724034080034,0,0,0,300,300,0,2.0000000000000004e-07,0.01,0.01,0.002,0.0001,0.63864646376204559,0.39152897433090855,2.597317004352135,24366392.158759236,0.088888888888888878,4.1475684174512706,0.0011649442684270467,0.58247213421352328,31.509888445082556,31.509888445082556,14.152620732139384,2.2264348802569343,318.60279758721504,31.387043917160131,1.4131658283318311,32.800209745491962,0.74326107660634289,32.034331493701544,3.0440841182466936,3.3506135381275,0.031860279758721508,1,0.34961547520982422,-0.60251712814591563,1.1749724034080034,0.46875851941811658,-0.30926328454382412,6.8867505516982463,0.46084222443961054,-0.32629529833983029,38.539341276947304,0.69362330908990877,0.082577994434039306,0.85350814380479068,0.54964096864692269,-0.15008575563016574,0.60583249154168817,0.59501991426391565,-0.070756162085272231,0.48446687841964026,1.0734131703992424,0.51924769304172202,z_collapsed_1d_operator,1.0734131703992424,0.51924769304172202
sample_0013,train,source_driven,32429a9c069fabebb1c1f70d8180f3aad88d9bb036e7306d7d26858278cf062a,307958bd071a567694cde2fed1825d43a5d8262d02790938d705a1d42309ca86,sample_0013,16x16x4,256,0,1,1,1,1,0,0.71608366983775351,0,0.71608366983775351,0,0,0,300,300,0,2.0000000000000004e-07,0.01,0.01,0.002,0.0001,0.47876469007359829,0.34882983801032197,1.2820567660984921,21534131.266003437,0.037037037037037028,6.0144176366659865,0.00066666666666666664,0.33333333333333331,13.481862539657758,13.481862539657758,12.722274182065238,1.0597053912470558,836.1656720649612,11.959352475334702,1.5720459812282832,13.531398456562986,0.75291087604076523,12.733653178789613,2.184660415017933,11.0000985293632,0.083616567206496129,1,0.34961547520982422,-0.3143753159749228,0.71608366983775351,0.32526412028284707,-0.38657169417162579,6.7705289031926039,0.45510370621255641,-0.050683905529234671,9.6896134648125365,0.31154621701301483,-0.42966152780589684,0.50904835471611554,0.35189671245417764,-0.30787152223990982,0.34521071717981489,0.3635659561533125,-0.27524849627255915,0.28661931813920938,0.67906868573208989,0.34951305538182859,z_collapsed_1d_operator,0.67906868573208989,0.34951305538182859
sample_0014,valid_iid,source_driven,f64f89a968a49bbdb2e2081241f6c21d296396e5f3bd3050ada8211d3dabb4c0,348a4ed183bfa833a3d8155a41bb02fd2c3b39abe8e4decef3cddb70e5c60997,sample_0014,16x16x4,256,0,1,1,1,1,0,1.4152010381866746,0,1.4152010381866746,0,0,0,300,300,0,2.0000000000000004e-07,0.01,0.01,0.002,0.0001,1.2896650226372384,0.72941700531669773,7.4137327738455951,30145619.245910641,0.096296296296296269,4.2602596284888019,0.0007527642836843932,0.37638214184219659,16.434891254639908,16.434891254639908,11.797956086532027,1.3930286851466738,2765.5367474252816,3.6159345954487905,1.6952088864639043,5.311143481912695,0.82730180636543793,4.3595246510807613,2.21506823330534,3.4929729729729728,0.27655367474252818,1,0.34961547520982422,-1.3053038829847565,1.4152010381866746,0.53773832077249339,-0.8747657420424334,10.220624326725003,0.61629019957492825,-0.73841983545547896,7.5163357695612358,0.26889255223084918,-1.5678259255400426,0.98405536030087637,0.62145976546560855,-0.73006662019222202,0.61540876301068559,0.6032497916099655,-0.75980643220125466,0.52177734434984957,1.1451809143602183,-0.11881988394567131,z_collapsed_1d_operator,1.1451809143602183,-0.11881988394567131
sample_0015,test_iid,source_driven,d73f151181b6a3113ea12b9f3cceabdaf2f0845843fb8587426d4c6663636934,2e515c2b81bcf4e769c10107a46a75c4a2ac733179b2a017b87b0423eab59dcf,sample_0015,16x16x4,256,0,1,1,1,1,0,2.3252586404704347,0,2.3252586404704347,0,0,0,300,300,0,2.0000000000000004e-07,0.01,0.01,0.002,0.0001,1.6032264520940145,1.1963886532067991,11.888326530517759,39563236.893313766,0.17777777777777776,3.4029106444098223,0.00077658152830145091,0.38829076415072544,9.5142153434485088,9.5142153434485088,5.9111244992534386,1.6095440630036015,441.50061331564672,22.650025160555309,3.3834509834001891,26.033476143955497,1.4379095996630258,24.524133747019359,2.4393467951833738,2.4602015247062088,0.044150061331564676,1,0.34961547520982422,-1.5229395020380503,2.3252586404704347,0.77574474636704926,-0.72594987933587352,26.772054554635424,1.2521946440319665,-0.2471204042584797,60.534565345213451,0.90117064936342439,-0.57607877068023372,3.1583310886384792,1.6997674515573546,0.058473317171638797,2.0585990484910193,1.7370514903981082,0.080170998779626884,0.92685689936333426,1.8903502401844814,0.16474399283834304,z_collapsed_1d_operator,1.8903502401844814,0.16474399283834304
sample_0016,train,source_driven,d2d0f6cbf6fdda5a8a7fd15766dc918bf82990bc250a2790ef62e870ee985dab,7b8c0cb12280c9c95b4b5beb7a991e639061215bbec5dd0622ffc3e8005dfad3,sample_0016,16x16x4,256,0,1,1,1,1,0,0.44110540672605814,0,0.44110540672605814,0,0,0,300,300,0,2.0000000000000004e-07,0.01,0.01,0.002,0.0001,0.53260676367423088,0.31968341371401404,1.8159240890471438,7214985.6040716972,0.10666666666666665,3.2713204118817147,0.0013333333333333329,0.66666666666666641,10.135532391877364,10.135532391877364,9.6084094743768684,1.054860580089368,883.37806398939711,11.320181480213918,2.081509957848362,13.401691438062279,1.3927149128144711,12.003861486436818,1.9994040886223381,2.1986376186622296,0.088337806398939719,1,0.34961547520982422,-0.42094946437396719,0.44110540672605814,0.2274831460235496,-0.85070722041626134,3.0036128761215637,0.25017483500424065,-0.75562335919505619,5.9115585526035925,0.2339435892142839,-0.82270335808857542,0.55046759409127632,0.3764682245162746,-0.34694972600679519,0.36338166248830089,0.38027395428925709,-0.33689144733629145,0.3040023594441188,0.71485880297881088,0.29430167219129105,z_collapsed_1d_operator,0.71485880297881088,0.29430167219129105
sample_0017,test_iid,source_driven,0f4a7724378cdd1cd88cfe10be36de6c5de31d592da0486d96cbd8f5ea40db84,84a5dc423f4bef7dca81cdcb1ae360cd150aa57d76c2c68e733790e36f2954b9,sample_0017,16x16x4,256,0,1,1,1,1,0,0.30801188785986655,0,0.30801188785986655,0,0,0,300,300,0,2.0000000000000004e-07,0.01,0.01,0.002,0.0001,0.12478717343857997,0.10988618066389648,0.24614002425732906,2031278.6000554052,0.58074074074074056,1.3189611700828627,0.001000000000000002,0.500000000000001,16.097526103848171,16.097526103848171,16.0466837595201,1.0031684019632972,2443.7039489400531,4.0921487254368349,1.2463634418005212,5.3385121672373561,1.009154279547027,4.3293578876903309,3.1152228995621494,17.708379617996961,0.24437039489400533,1,0.34961547520982422,1.030224234557058,0.30801188785986655,0.17451901415258697,0.33542402561255663,0.50634227744415994,0.067453651248228816,-0.61516895986569298,1.6443252109936457,0.1114167015760496,-0.11333243308225835,0.25207414128161187,0.19188854941319414,0.43030505796355667,0.14430007225712804,0.16935052423193317,0.30536100109322117,0.088960551363773038,0.24472603804215148,0.67352969908733373,z_collapsed_1d_operator,0.24472603804215148,0.67352969908733373
sample_0018,hard_train_holdout,source_driven,2946a0ab1a3fd3155597e794cb92bb3ef41d2916604595652524c4679d9f61a0,9caae51a35524513920d4d0a1e68c05311985c5dedcc3f67c1da36bd3b26ad04,sample_0018,16x16x4,256,0,1,1,1,0,1,1.706745960564988,0,1.706745960564988,0,0,0,300,300,0,2.0000000000000004e-07,0.01,0.01,0.002,0.0001,4.7896144149325153,1.4822021851612899,41.352135554131905,55697800.73912894,0.02962962962962962,6.5267827815091097,0.00066666666666666664,0.33333333333333331,2.6579165086743237,2.6579165086743237,2.6523662151768908,1.0020925818861943,284.31213866491419,35.172610100147153,7.5404368693733206,42.713046969520477,2.7957262561514931,40.193318809800161,2.7680265087012952,2.9869183766766776,0.028431213866491421,1,0.34961547520982422,-2.6173712809624043,1.706745960564988,0.61745636262037418,-2.0485967910546354,83.997150047267297,2.9057723643106472,-0.49975068117340848,72.900320378651671,1.0037044168505205,-1.5627523378599335,4.4612812044460295,2.2899057443185833,-0.7379392532234289,2.9516453340103075,2.3816632191845644,-0.698650835051843,0.55290769509710591,1.2045592851108755,-1.3803361487095027,z_collapsed_1d_operator,1.2045592851108755,-1.3803361487095027
sample_0019,test_iid,source_driven,8bf553cb2ff003db2da9840720cb4f96a5716e2207b2f8220c25da3b5592cf86,ae0272d5881c6137f5bad87871e6fbd76f67fb9c0345beecc98f0eb39f66a866,sample_0019,16x16x4,256,0,1,1,1,1,0,1.4271674474695089,0,1.4271674474695089,0,0,0,300,300,0,2.0000000000000004e-07,0.01,0.01,0.002,0.0001,0.85961929653551039,0.37522835326102721,4.3605559912737135,30497104.137185577,0.088888888888888878,4.2737948082069259,0.00083685479081156006,0.41842739540578,17.163335519670557,17.163335519670557,16.906328698313285,1.0152018114602797,674.13594849848255,14.833803214727258,1.1829889479195661,16.016792162646823,0.42690781001021494,15.616431601717146,3.2706031478701658,5.8486226058883011,0.067413594849848255,1,0.34961547520982422,-0.89965570451342392,1.4271674474695089,0.5410901514575025,-0.46290370927201363,7.2155474275685227,0.47694046245574762,-0.58909794634596546,22.858644387414301,0.51240233423952719,-0.51737948727464966,0.59305649034015084,0.4014704958020941,-0.76135556702906693,0.40444435181923072,0.41765821027994232,-0.72182619350242416,0.3405654506464067,0.78930769274904011,-0.08533338982961218,z_collapsed_1d_operator,0.78930769274904011,-0.08533338982961218
